,borough,neighborhood,trd_doc_classification,property_group,year_quarter,sales_volume,avg_price,median_price,number_of_deals,total_sqft,ppsqft,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price
148,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,23/Q1,"$43,250,000","$21,625,000","$21,625,000",2,"16,899","$2,559",,"$43,250,000","$21,625,000","$21,625,000"
149,Manhattan,Garment District,Residential,Condo,22/Q3,"$294,834,951","$3,350,397","$2,462,500",84,"114,370","$2,552",,"$294,834,951","$3,350,397","$2,462,500"
150,Manhattan,West Village,Residential,Single-Family Home,23/Q4,"$7,250,000","$7,250,000","$7,250,000",1,"2,844","$2,549",5096.0,"$7,250,000","$7,250,000","$7,250,000"
151,Manhattan,Chinatown,Residential,Single-Family Home,24/Q2,"$8,350,000","$8,350,000","$8,350,000",1,"3,292","$2,536",3615.0,"$8,350,000","$8,350,000","$8,350,000"
152,Brooklyn,South Williamsburg,Residential,Multi-Family Dwelling,21/Q4,"$3,650,000","$3,650,000","$3,650,000",1,"1,440","$2,535",,"$3,650,000","$3,650,000","$3,650,000"
153,Manhattan,Flatiron,Residential,Condo,22/Q1,"$122,386,500","$3,824,578","$2,850,000",30,"27,457","$2,529",5554.333333333333,"$122,386,500","$3,824,578","$2,850,000"
154,Manhattan,NoMad,Residential,Condo,23/Q2,"$94,348,795","$3,773,952","$3,064,501",25,"36,830","$2,521",,"$94,348,795","$3,773,952","$3,064,501"
155,Manhattan,Flatiron,Residential,Condo,23/Q1,"$67,855,373","$2,950,234","$2,200,000",23,"13,991","$2,519",5763.333333333333,"$67,855,373","$2,950,234","$2,200,000"
156,Manhattan,Upper East Side,Residential,Single-Family Home,22/Q1,"$50,550,000","$12,637,500","$10,550,000",4,"20,083","$2,517",3466.6666666666665,"$50,550,000","$12,637,500","$10,550,000"
157,Manhattan,Lincoln Square,Residential,Condo,24/Q2,"$305,498,073","$3,552,303","$2,262,500",86,"61,061","$2,514",,"$305,498,073","$3,552,303","$2,262,500"
158,Manhattan,Times Square North,Residential,Condo,24/Q1,"$93,907,752","$3,130,258","$1,370,000",30,"37,451","$2,507",,"$93,907,752","$3,130,258","$1,370,000"
159,Manhattan,Lincoln Square,Residential,Condo,22/Q4,"$231,134,430","$2,597,016","$1,665,000",89,"34,292","$2,501",,"$231,134,430","$2,597,016","$1,665,000"
160,Manhattan,Carnegie Hill,Residential,Multi-Family Dwelling,22/Q1,"$24,250,000","$12,125,000","$12,125,000",2,"9,702","$2,499",,"$24,250,000","$12,125,000","$12,125,000"
161,Manhattan,Lincoln Square,Residential,Condo,23/Q3,"$304,375,772","$2,955,105","$2,195,000",103,"36,228","$2,486",,"$304,375,772","$2,955,105","$2,195,000"
162,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,24/Q3,"$34,750,000","$11,583,333","$6,950,000",3,"14,014","$2,480",4644.333333333333,"$34,750,000","$11,583,333","$6,950,000"
163,Manhattan,Tribeca,Residential,Single-Family Home,21/Q4,"$5,150,000","$5,150,000","$5,150,000",1,"2,079","$2,477",7764.333333333333,"$5,150,000","$5,150,000","$5,150,000"
164,Manhattan,West Village,Residential,Multi-Family Dwelling,21/Q2,"$29,110,000","$7,277,500","$6,405,000",4,"11,812","$2,464",3383.3333333333335,"$29,110,000","$7,277,500","$6,405,000"
165,Manhattan,NoMad,Residential,Condo,25/Q1,"$49,972,250","$4,164,354","$2,971,250",12,"18,919","$2,457",,"$49,972,250","$4,164,354","$2,971,250"
166,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,24/Q3,"$8,250,000","$8,250,000","$8,250,000",1,"3,360","$2,455",5101.0,"$8,250,000","$8,250,000","$8,250,000"
167,Brooklyn,North Williamsburg,Residential,Single-Family Home,21/Q4,"$2,750,000","$2,750,000","$2,750,000",1,"1,120","$2,455",,"$2,750,000","$2,750,000","$2,750,000"
168,Manhattan,Lenox Hill,Residential,Single-Family Home,22/Q3,"$197,475,000","$21,941,667","$17,000,000",7,"80,770","$2,445",,"$197,475,000","$21,941,667","$17,000,000"
169,Manhattan,Garment District,Residential,Condo,22/Q4,"$67,146,708","$3,534,037","$2,075,000",19,"26,986","$2,442",,"$67,146,708","$3,534,037","$2,075,000"
170,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,25/Q1,"$16,260,000","$8,130,000","$8,130,000",2,"6,674","$2,436",4515.333333333333,"$16,260,000","$8,130,000","$8,130,000"
171,Manhattan,NoMad,Residential,Condo,24/Q2,"$42,868,782","$3,062,056","$2,097,500",14,"16,990","$2,436",,"$42,868,782","$3,062,056","$2,097,500"
172,Manhattan,Chelsea,Residential,Single-Family Home,22/Q2,"$16,400,000","$8,200,000","$8,200,000",2,"6,757","$2,427",5163.333333333333,"$16,400,000","$8,200,000","$8,200,000"
173,Brooklyn,Brooklyn Heights,Residential,Multi-Family Dwelling,22/Q3,"$54,050,000","$13,512,500","$14,625,000",4,"22,312","$2,422",4479.0,"$54,050,000","$13,512,500","$14,625,000"
174,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,22/Q2,"$33,300,000","$16,650,000","$16,650,000",2,"13,751","$2,422",,"$33,300,000","$16,650,000","$16,650,000"
175,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,20/Q2,"$23,050,000","$11,525,000","$11,525,000",2,"6,304","$2,419",,"$23,050,000","$11,525,000","$11,525,000"
176,Manhattan,Upper East Side,Residential,Single-Family Home,25/Q1,"$52,250,000","$13,062,500","$14,125,000",4,"21,623","$2,416",3980.6666666666665,"$52,250,000","$13,062,500","$14,125,000"
177,Manhattan,Yorkville,Residential,Condo,23/Q4,"$127,990,444","$3,121,718","$1,075,000",41,"53,478","$2,393",,"$127,990,444","$3,121,718","$1,075,000"
178,Brooklyn,Cobble Hill,Residential,Single-Family Home,25/Q2,"$17,588,333","$5,862,778","$6,488,333",3,"7,362","$2,389",4490.0,"$17,588,333","$5,862,778","$6,488,333"
179,Manhattan,NoMad,Residential,Condo,24/Q3,"$66,028,707","$3,668,261","$2,245,000",18,"26,910","$2,389",,"$66,028,707","$3,668,261","$2,245,000"
180,Manhattan,West Village,Residential,Single-Family Home,20/Q4,"$34,025,000","$8,506,250","$8,300,000",4,"14,341","$2,373",3194.6666666666665,"$34,025,000","$8,506,250","$8,300,000"
181,Manhattan,NoMad,Residential,Condo,23/Q3,"$71,136,218","$2,964,009","$2,275,793",24,"28,361","$2,354",,"$71,136,218","$2,964,009","$2,275,793"
182,Manhattan,Carnegie Hill,Residential,Single-Family Home,22/Q2,"$44,150,000","$14,716,667","$9,450,000",3,"18,769","$2,352",,"$44,150,000","$14,716,667","$9,450,000"
183,Manhattan,Lincoln Square,Residential,Condo,23/Q4,"$209,422,910","$2,949,618","$1,750,000",71,"30,729","$2,345",,"$209,422,910","$2,949,618","$1,750,000"
184,Manhattan,Upper West Side,Residential,Single-Family Home,22/Q2,"$46,450,000","$15,483,333","$12,300,000",3,"19,812","$2,345",4233.333333333333,"$46,450,000","$15,483,333","$12,300,000"
185,Manhattan,NoMad,Residential,Condo,25/Q3,"$20,940,000","$2,991,429","$2,550,000",7,"8,328","$2,340",,"$20,940,000","$2,991,429","$2,550,000"
186,Brooklyn,North Williamsburg,Residential,Single-Family Home,25/Q1,"$5,235,000","$2,617,500","$2,617,500",2,"2,240","$2,337",,"$5,235,000","$2,617,500","$2,617,500"
187,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,21/Q4,"$12,015,000","$6,007,500","$6,007,500",2,"5,142","$2,337",3516.6666666666665,"$12,015,000","$6,007,500","$6,007,500"
188,Manhattan,Lenox Hill,Residential,Single-Family Home,23/Q4,"$22,900,000","$11,450,000","$11,450,000",2,"9,809","$2,335",,"$22,900,000","$11,450,000","$11,450,000"
189,Manhattan,Gramercy Park,Residential,Condo,25/Q2,"$60,459,575","$2,628,677","$1,949,500",23,"21,907","$2,334",4984.0,"$60,459,575","$2,628,677","$1,949,500"
190,Manhattan,NoMad,Residential,Condo,23/Q4,"$45,405,809","$3,492,755","$2,300,000",13,"19,472","$2,332",,"$45,405,809","$3,492,755","$2,300,000"
191,Manhattan,Lenox Hill,Residential,Condo,21/Q2,"$200,532,258","$2,445,515","$1,772,500",82,"22,016","$2,330",,"$200,532,258","$2,445,515","$1,772,500"
192,Manhattan,East Village,Residential,Multi-Family Dwelling,21/Q4,"$8,000,000","$8,000,000","$8,000,000",1,"3,440","$2,326",3598.3333333333335,"$8,000,000","$8,000,000","$8,000,000"
193,Manhattan,East Village,Residential,Single-Family Home,25/Q1,"$6,500,000","$6,500,000","$6,500,000",1,"2,800","$2,321",4266.666666666667,"$6,500,000","$6,500,000","$6,500,000"
194,Brooklyn,Gravesend,Residential,Single-Family Home,25/Q3,"$12,400,000","$3,100,000","$2,400,000",4,"5,352","$2,317",,"$12,400,000","$3,100,000","$2,400,000"
195,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,22/Q4,"$40,200,000","$10,050,000","$8,625,000",4,"17,365","$2,315",4612.666666666667,"$40,200,000","$10,050,000","$8,625,000"
196,Manhattan,Lincoln Square,Residential,Condo,20/Q3,"$241,089,011","$2,976,408","$2,838,800",81,"32,414","$2,314",,"$241,089,011","$2,976,408","$2,838,800"
197,Manhattan,Lenox Hill,Residential,Condo,22/Q1,"$178,616,156","$2,205,138","$1,739,000",76,"13,737","$2,312",,"$178,616,156","$2,205,138","$1,739,000"
198,Manhattan,Flatiron,Residential,Condo,24/Q4,"$120,042,425","$4,801,697","$3,075,000",25,"28,420","$2,307",6136.333333333333,"$120,042,425","$4,801,697","$3,075,000"
199,Manhattan,Upper East Side,Residential,Single-Family Home,21/Q4,"$28,290,000","$14,145,000","$14,145,000",2,"12,270","$2,306",3181.0,"$28,290,000","$14,145,000","$14,145,000"
200,Manhattan,Upper East Side,Residential,Multi-Family Dwelling,22/Q1,"$36,400,000","$18,200,000","$18,200,000",2,"15,910","$2,288",3466.6666666666665,"$36,400,000","$18,200,000","$18,200,000"
201,Manhattan,NoMad,Residential,Condo,25/Q2,"$53,170,000","$4,090,000","$3,100,000",13,"21,921","$2,284",,"$53,170,000","$4,090,000","$3,100,000"
202,Manhattan,Carnegie Hill,Residential,Single-Family Home,22/Q1,"$34,300,000","$11,433,333","$9,800,000",3,"10,770","$2,275",,"$34,300,000","$11,433,333","$9,800,000"
203,Manhattan,Lenox Hill,Residential,Single-Family Home,23/Q2,"$26,550,000","$13,275,000","$13,275,000",2,"11,690","$2,271",,"$26,550,000","$13,275,000","$13,275,000"
204,Manhattan,Garment District,Residential,Condo,25/Q1,"$34,825,500","$2,902,125","$1,520,000",12,"15,073","$2,271",,"$34,825,500","$2,902,125","$1,520,000"
205,Manhattan,West Village,Residential,Multi-Family Dwelling,20/Q2,"$19,483,000","$6,494,333","$6,100,000",3,"8,587","$2,269",3824.3333333333335,"$19,483,000","$6,494,333","$6,100,000"
206,Manhattan,NoMad,Residential,Condo,20/Q4,"$16,739,000","$3,347,800","$2,225,000",5,"6,413","$2,263",,"$16,739,000","$3,347,800","$2,225,000"
207,Brooklyn,Carroll Gardens,Residential,Single-Family Home,22/Q4,"$5,150,000","$2,575,000","$2,575,000",2,"2,280","$2,259",4558.333333333333,"$5,150,000","$2,575,000","$2,575,000"
208,Brooklyn,Gowanus,Residential,Single-Family Home,24/Q2,"$2,600,000","$2,600,000","$2,600,000",1,"1,152","$2,257",,"$2,600,000","$2,600,000","$2,600,000"
209,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,21/Q3,"$7,800,000","$7,800,000","$7,800,000",1,"3,456","$2,257",,"$7,800,000","$7,800,000","$7,800,000"
210,Manhattan,Flatiron,Residential,Condo,22/Q2,"$125,473,803","$2,614,038","$1,855,778",48,"19,759","$2,256",5882.0,"$125,473,803","$2,614,038","$1,855,778"
211,Manhattan,West Village,Residential,Multi-Family Dwelling,24/Q2,"$15,066,250","$7,533,125","$7,533,125",2,"6,690","$2,252",5456.666666666667,"$15,066,250","$7,533,125","$7,533,125"
212,Brooklyn,South Williamsburg,Residential,Multi-Family Dwelling,24/Q1,"$5,250,000","$5,250,000","$5,250,000",1,"2,336","$2,247",,"$5,250,000","$5,250,000","$5,250,000"
213,Manhattan,Garment District,Residential,Condo,25/Q3,"$40,389,500","$2,524,344","$1,238,750",16,"17,353","$2,247",,"$40,389,500","$2,524,344","$1,238,750"
214,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,24/Q1,"$26,881,525","$13,440,763","$13,440,763",2,"12,004","$2,239",,"$26,881,525","$13,440,763","$13,440,763"
215,Manhattan,Yorkville,Residential,Single-Family Home,22/Q2,"$12,200,000","$6,100,000","$6,100,000",2,"5,456","$2,236",,"$12,200,000","$6,100,000","$6,100,000"
216,Manhattan,NoMad,Residential,Condo,23/Q1,"$46,361,014","$2,897,563","$2,449,834",16,"18,539","$2,234",,"$46,361,014","$2,897,563","$2,449,834"
217,Manhattan,Hudson Square,Residential,Multi-Family Dwelling,22/Q4,"$7,200,000","$7,200,000","$7,200,000",1,"3,234","$2,226",,"$7,200,000","$7,200,000","$7,200,000"
218,Manhattan,Carnegie Hill,Residential,Condo,22/Q4,"$36,630,000","$3,663,000","$2,850,000",10,"6,169","$2,222",,"$36,630,000","$3,663,000","$2,850,000"
219,Manhattan,Flatiron,Residential,Condo,22/Q4,"$93,298,855","$3,217,202","$2,749,000",29,"13,982","$2,219",5710.333333333333,"$93,298,855","$3,217,202","$2,749,000"
220,Brooklyn,East Williamsburg-Bushwick,Residential,Single-Family Home,23/Q3,"$2,200,000","$2,200,000","$2,200,000",1,992,"$2,218",,"$2,200,000","$2,200,000","$2,200,000"
221,Manhattan,Lincoln Square,Residential,Single-Family Home,21/Q3,"$14,500,000","$14,500,000","$14,500,000",1,"6,540","$2,217",,"$14,500,000","$14,500,000","$14,500,000"
222,Manhattan,NoMad,Residential,Condo,21/Q4,"$86,886,312","$2,555,480","$2,212,500",34,"37,207","$2,216",,"$86,886,312","$2,555,480","$2,212,500"
223,Manhattan,Lincoln Square,Residential,Condo,23/Q2,"$265,636,094","$3,239,465","$1,805,000",82,"39,374","$2,212",,"$265,636,094","$3,239,465","$1,805,000"
224,Manhattan,Lincoln Square,Residential,Condo,21/Q4,"$456,533,690","$2,818,109","$2,100,000",162,"62,926","$2,208",,"$456,533,690","$2,818,109","$2,100,000"
225,Brooklyn,North Williamsburg,Residential,Multi-Family Dwelling,25/Q1,"$3,300,000","$3,300,000","$3,300,000",1,"1,500","$2,200",,"$3,300,000","$3,300,000","$3,300,000"
226,Manhattan,Upper East Side,Residential,Single-Family Home,22/Q4,"$11,500,000","$11,500,000","$11,500,000",1,"5,236","$2,196",3825.0,"$11,500,000","$11,500,000","$11,500,000"
227,Manhattan,Chelsea,Residential,Single-Family Home,21/Q3,"$20,125,000","$10,062,500","$10,062,500",2,"9,173","$2,194",4399.0,"$20,125,000","$10,062,500","$10,062,500"
228,Manhattan,Murray Hill,Residential,Single-Family Home,24/Q3,"$4,000,000","$4,000,000","$4,000,000",1,"1,824","$2,193",,"$4,000,000","$4,000,000","$4,000,000"
229,Manhattan,Upper East Side,Residential,Single-Family Home,25/Q3,"$38,928,150","$9,732,038","$9,837,500",4,"17,760","$2,192",,"$38,928,150","$9,732,038","$9,837,500"
230,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,24/Q2,"$20,000,000","$10,000,000","$10,000,000",2,"9,150","$2,186",5214.333333333333,"$20,000,000","$10,000,000","$10,000,000"
231,Manhattan,Carnegie Hill,Residential,Single-Family Home,25/Q1,"$7,700,000","$7,700,000","$7,700,000",1,"3,525","$2,184",,"$7,700,000","$7,700,000","$7,700,000"
232,Manhattan,Flatiron,Residential,Condo,21/Q2,"$156,099,900","$3,716,664","$2,193,750",42,"46,454","$2,178",4562.0,"$156,099,900","$3,716,664","$2,193,750"
233,Manhattan,West Village,Residential,Multi-Family Dwelling,23/Q3,"$29,688,021","$9,896,007","$7,452,021",3,"13,688","$2,169",5016.0,"$29,688,021","$9,896,007","$7,452,021"
234,Brooklyn,Cobble Hill,Residential,Single-Family Home,24/Q3,"$44,150,000","$8,830,000","$7,250,000",5,"20,372","$2,167",4366.666666666667,"$44,150,000","$8,830,000","$7,250,000"
235,Manhattan,NoMad,Residential,Condo,21/Q3,"$109,834,990","$2,615,119","$2,250,000",42,"45,783","$2,167",,"$109,834,990","$2,615,119","$2,250,000"
236,Manhattan,West Village,Residential,Multi-Family Dwelling,23/Q2,"$46,950,000","$7,825,000","$6,950,000",6,"21,673","$2,166",5181.666666666667,"$46,950,000","$7,825,000","$6,950,000"
237,Manhattan,NoMad,Residential,Condo,22/Q2,"$75,788,810","$2,806,993","$2,799,460",27,"35,087","$2,160",,"$75,788,810","$2,806,993","$2,799,460"
238,Manhattan,Gramercy Park,Residential,Condo,23/Q2,"$74,325,377","$2,562,944","$1,940,000",29,"25,523","$2,157",4666.666666666667,"$74,325,377","$2,562,944","$1,940,000"
239,Manhattan,NoMad,Residential,Condo,20/Q2,"$25,483,070","$2,548,307","$2,334,035",10,"9,672","$2,152",,"$25,483,070","$2,548,307","$2,334,035"
240,Manhattan,West Village,Residential,Multi-Family Dwelling,21/Q1,"$7,500,000","$7,500,000","$7,500,000",1,"3,486","$2,151",3106.6666666666665,"$7,500,000","$7,500,000","$7,500,000"
241,Manhattan,Upper East Side,Residential,Multi-Family Dwelling,20/Q3,"$8,950,000","$8,950,000","$8,950,000",1,"4,160","$2,151",2716.6666666666665,"$8,950,000","$8,950,000","$8,950,000"
242,Manhattan,Flatiron,Residential,Condo,21/Q4,"$94,275,278","$3,142,509","$2,273,108",30,"25,340","$2,150",5499.333333333333,"$94,275,278","$3,142,509","$2,273,108"
243,Manhattan,Lenox Hill,Residential,Condo,24/Q1,"$106,043,021","$2,719,052","$1,475,000",39,"9,868","$2,148",,"$106,043,021","$2,719,052","$1,475,000"
244,Manhattan,Flatiron,Residential,Condo,23/Q3,"$119,615,000","$3,417,571","$2,330,000",35,"26,018","$2,141",5919.0,"$119,615,000","$3,417,571","$2,330,000"
245,Brooklyn,Greenwood,Residential,Single-Family Home,24/Q2,"$3,965,000","$1,982,500","$1,982,500",2,"1,852","$2,141",3266.6666666666665,"$3,965,000","$1,982,500","$1,982,500"
246,Manhattan,Garment District,Residential,Condo,23/Q1,"$40,872,250","$2,404,250","$1,550,000",17,"18,329","$2,137",,"$40,872,250","$2,404,250","$1,550,000"
247,Manhattan,Gramercy Park,Residential,Condo,25/Q1,"$51,062,610","$2,127,609","$1,850,000",24,"20,240","$2,136",4850.0,"$51,062,610","$2,127,609","$1,850,000"
248,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,22/Q3,"$10,275,000","$5,137,500","$5,137,500",2,"4,811","$2,136",4479.0,"$10,275,000","$5,137,500","$5,137,500"
249,Brooklyn,Cobble Hill,Residential,Single-Family Home,22/Q3,"$42,150,000","$7,025,000","$7,470,000",6,"19,737","$2,136",4741.666666666667,"$42,150,000","$7,025,000","$7,470,000"
250,Manhattan,Carnegie Hill,Residential,Multi-Family Dwelling,20/Q2,"$14,240,000","$14,240,000","$14,240,000",1,"6,672","$2,134",,"$14,240,000","$14,240,000","$14,240,000"
251,Manhattan,Upper East Side,Residential,Multi-Family Dwelling,21/Q1,"$20,175,000","$10,087,500","$10,087,500",2,"9,460","$2,133",2441.6666666666665,"$20,175,000","$10,087,500","$10,087,500"
252,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,25/Q2,"$42,230,000","$8,446,000","$6,880,000",5,"19,832","$2,129",4544.5,"$42,230,000","$8,446,000","$6,880,000"
253,Manhattan,Carnegie Hill,Residential,Single-Family Home,20/Q4,"$13,275,000","$6,637,500","$6,637,500",2,"6,244","$2,126",,"$13,275,000","$6,637,500","$6,637,500"
254,Manhattan,NoMad,Residential,Condo,22/Q4,"$26,248,325","$2,386,211","$1,675,000",11,"11,562","$2,125",,"$26,248,325","$2,386,211","$1,675,000"
255,Manhattan,Lincoln Square,Residential,Condo,25/Q3,"$93,332,054","$2,828,244","$1,525,000",33,"14,320","$2,125",,"$93,332,054","$2,828,244","$1,525,000"
256,Manhattan,Gramercy Park,Residential,Condo,25/Q3,"$22,960,495","$2,551,166","$1,510,000",9,"9,371","$2,124",,"$22,960,495","$2,551,166","$1,510,000"
257,Manhattan,Lincoln Square,Residential,Condo,24/Q3,"$256,573,208","$2,270,559","$1,651,565",113,"61,550","$2,122",,"$256,573,208","$2,270,559","$1,651,565"
258,Manhattan,NoMad,Residential,Condo,24/Q4,"$44,094,000","$2,939,600","$2,700,000",15,"19,822","$2,119",,"$44,094,000","$2,939,600","$2,700,000"
259,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,22/Q2,"$44,565,000","$7,427,500","$6,600,000",6,"21,064","$2,116",4009.3333333333335,"$44,565,000","$7,427,500","$6,600,000"
260,Manhattan,Flatiron,Residential,Condo,21/Q3,"$183,410,700","$3,743,076","$2,200,000",49,"39,207","$2,110",5465.333333333333,"$183,410,700","$3,743,076","$2,200,000"
261,Manhattan,Gramercy Park,Residential,Condo,20/Q3,"$35,189,484","$2,706,883","$2,325,000",13,"14,692","$2,102",3307.3333333333335,"$35,189,484","$2,706,883","$2,325,000"
262,Manhattan,Lincoln Square,Residential,Condo,21/Q3,"$384,292,128","$2,544,981","$1,825,000",151,"78,932","$2,101",,"$384,292,128","$2,544,981","$1,825,000"
263,Brooklyn,Brooklyn Heights,Residential,Multi-Family Dwelling,25/Q2,"$26,690,000","$13,345,000","$13,345,000",2,"12,705","$2,101",4544.5,"$26,690,000","$13,345,000","$13,345,000"
264,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,24/Q4,"$9,400,000","$9,400,000","$9,400,000",1,"4,480","$2,098",5466.666666666667,"$9,400,000","$9,400,000","$9,400,000"
