,Project Type,Project Name,Association Name,City,Zip,County,ID,Address,__lat,__lon,__geocode_status
2848,CONDOMINIUM,MYSTIC POINTE CONDOMINIUM NO. ONE,MYSTIC POINTE CONDOMINIUM NO. ONE,AVENTURA,33180,MIAMI-DADE,313028,"MYSTIC POINTE CONDOMINIUM NO. ONE, AVENTURA, FL 33180",25.9536113,-80.1293347,OK
2849,CONDOMINIUM,MYSTIC POINTE TOWER 400 CONDO,MYSTIC POINTE TOWER 400 CONDOMINIUM ASSOCIATION,AVENTURA,33180,MIAMI-DADE,235931,"MYSTIC POINTE TOWER 400 CONDOMINIUM ASSOCIATION, AVENTURA, FL 33180",25.9541696,-80.12984,OK
2850,CONDOMINIUM,"MYSTIC POINTE TOWER 500 CONDOMINIUM ASSOCIATION, INC","MYSTIC POINTE TOWER 500 CONDOMINIUM ASSOCIATION, INC",AVENTURA,33180,MIAMI-DADE,234703,"MYSTIC POINTE TOWER 500 CONDOMINIUM ASSOCIATION, INC, AVENTURA, FL 33180",25.9529117,-80.130938,OK
2851,CONDOMINIUM,MYSTIC POINTE TOWER TWO HUNDRED,"MYSTIC POINTE CONDOMINIUM NO. 3, TOWER 200",AVENTURA,33180,MIAMI-DADE,240382,"MYSTIC POINTE CONDOMINIUM NO. 3, TOWER 200, AVENTURA, FL 33180",25.9529751,-80.1276238,OK
2852,CONDOMINIUM,"NORTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION, INC.","NORTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION, INC.",AVENTURA,33180,MIAMI-DADE,257865,"NORTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION, INC., AVENTURA, FL 33180",25.9728548,-80.1263105,OK
2853,CONDOMINIUM,ONE ISLAND PLACE CONDO MASTER,ONE ISLAND PLACE CONDOMINIUM ASSOCIATION INC,AVENTURA,33180,MIAMI-DADE,242073,"ONE ISLAND PLACE CONDOMINIUM ASSOCIATION INC, AVENTURA, FL 33180",25.9685253,-80.1249272,OK
2854,CONDOMINIUM,ONE ISLAND PLACE CONDO TOWER 1,ONE ISLAND PLACE CONDOMINIUM ASSOCIATION INC.,AVENTURA,33180,MIAMI-DADE,242065,"ONE ISLAND PLACE CONDOMINIUM ASSOCIATION INC., AVENTURA, FL 33180",25.9685253,-80.1249272,OK
2855,CONDOMINIUM,ONE ISLAND PLACE CONDO TOWER 2,ONE ISLAND PLACE CONDOMINIUM ASSOCIATION INC,AVENTURA,33180,MIAMI-DADE,242069,"ONE ISLAND PLACE CONDOMINIUM ASSOCIATION INC, AVENTURA, FL 33180",25.9685253,-80.1249272,OK
2856,CONDOMINIUM,PORTSVIEW AT THE WATERWAYS CONDOMINIUM ASSOCIATION INC,PORTSVIEW AT THE WATERWAYS CONDOMINIUM ASSOCIATION INC,AVENTURA,33180,MIAMI-DADE,245400,"PORTSVIEW AT THE WATERWAYS CONDOMINIUM ASSOCIATION INC, AVENTURA, FL 33180",25.9727534,-80.1289424,OK
2857,CONDOMINIUM,SIRS,AVENTURA MARINA ONE CONDO ASSN INC,AVENTURA,33180,MIAMI-DADE,225091,"AVENTURA MARINA ONE CONDO ASSN INC, AVENTURA, FL 33180",25.9519,-80.1359262,OK
2858,CONDOMINIUM,SOUTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION,SOUTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION,AVENTURA,33180,MIAMI-DADE,238215,"SOUTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION, AVENTURA, FL 33180",25.9714978,-80.12630949999999,OK
2859,CONDOMINIUM,SPINNAKER BAY AT THE WATERWAYS,SPINNAKER BAY AT THE WATERWAYS,AVENTURA,33180,MIAMI-DADE,293867,"SPINNAKER BAY AT THE WATERWAYS, AVENTURA, FL 33180",25.9691373,-80.1299556,OK
2860,CONDOMINIUM,SPINNAKER BAY CONDOMINIUM,SPINNAKER BAY AT THE WATERWAYS,AVENTURA,33180,MIAMI-DADE,291629,"SPINNAKER BAY AT THE WATERWAYS, AVENTURA, FL 33180",25.9691373,-80.1299556,OK
2861,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY REPORTING,"DELVISTA TOWERS CONDOMINIUM ASSOCIATION, INC.",AVENTURA,33180,MIAMI-DADE,275869,"DELVISTA TOWERS CONDOMINIUM ASSOCIATION, INC., AVENTURA, FL 33180",25.9642276,-80.1324996,OK
2862,CONDOMINIUM,THE ATRIUM AT AVENTURA,THE ATRIUM AT AVENTURA CONDO,AVENTURA,33180,MIAMI-DADE,229268,"THE ATRIUM AT AVENTURA CONDO, AVENTURA, FL 33180",25.9498512,-80.1382363,OK
2863,CONDOMINIUM,THE LANDMARK CLUB CONDOMINIUM ASSOCIATION INC,THE LANDMARK CLUB CONDOMINIUM ASSOCIATION INC,AVENTURA,33180,MIAMI-DADE,233831,"THE LANDMARK CLUB CONDOMINIUM ASSOCIATION INC, AVENTURA, FL 33180",25.9632106,-80.12581399999999,OK
2864,CONDOMINIUM,TOWERS OF PORTO VITA - THE SOUTH TOWER,TOWERS OF PORTO VITA - THE SOUTH TOWER CONDOMINIUM ASSOICIATION,AVENTURA,33180,MIAMI-DADE,286678,"TOWERS OF PORTO VITA - THE SOUTH TOWER CONDOMINIUM ASSOICIATION, AVENTURA, FL 33180",25.9848078,-80.1209532,OK
2865,CONDOMINIUM,TURNBERRY ISLE SOUTH CONDOMINIUM,TURNBERRY ISLE SOUTH CONDOMINIUM ASSOCIATION INC,AVENTURA,33180,MIAMI-DADE,240256,"TURNBERRY ISLE SOUTH CONDOMINIUM ASSOCIATION INC, AVENTURA, FL 33180",25.957767,-80.126366,OK
2866,CONDOMINIUM,TURNBERRY TOWERS CONDOMINIUM,TURNBERRY TOWERS CONDOMINIUM,AVENTURA,33180,MIAMI-DADE,238222,"TURNBERRY TOWERS CONDOMINIUM, AVENTURA, FL 33180",25.9552704,-80.12655199999999,OK
2867,CONDOMINIUM,TURNBERRY VILLAGE NORTH TOWER CONDOMINIUM ASSOCIATION,TURNBERRY VILLAGE NORTH TOWER CONDOMINIUM ASSOCIATION,AVENTURA,33180,MIAMI-DADE,248556,"TURNBERRY VILLAGE NORTH TOWER CONDOMINIUM ASSOCIATION, AVENTURA, FL 33180",25.9848078,-80.1209532,OK
2868,CONDOMINIUM,TURNBERRY VILLAGE SOUTH TOWER CONDOMINIUM ASSOCIATION,TURNBERRY VILLAGE SOUTH TOWER,AVENTURA,33180,MIAMI-DADE,248537,"TURNBERRY VILLAGE SOUTH TOWER, AVENTURA, FL 33180",25.9623161,-80.12755150000001,OK
2869,CONDOMINIUM,VENTURE AT AVENTURA WEST,VENTURE AT AVENTURA WEST,AVENTURA,33180,MIAMI-DADE,291260,"VENTURE AT AVENTURA WEST, AVENTURA, FL 33180",25.9492077,-80.1435723,OK
2872,CONDOMINIUM,"WEITZER AVENTURA PLACE CONDOMINIUM ASSOC, INC.",SAWE,MIAMI,33180,MIAMI-DADE,251990,"SAWE, MIAMI, FL 33180",25.9581433,-80.13727569999999,OK
2873,CONDOMINIUM,CONDOMINIUM PROJECT,THE CRICKET CLUB CONDO,MIAMI,33181,MIAMI-DADE,204012,"THE CRICKET CLUB CONDO, MIAMI, FL 33181",25.8809846,-80.1647586,OK
2874,CONDOMINIUM,CONDOMINIUM PROJECT,"THE JOCKEY CLUB CONDOMINIUM APARTMENTS, INC",MIAMI,33181,MIAMI-DADE,234771,"THE JOCKEY CLUB CONDOMINIUM APARTMENTS, INC, MIAMI, FL 33181",25.9003878,-80.1484407,OK
2875,CONDOMINIUM,JOCKEY CLUB III ASSOCIATION,JOCKEY CLUB III ASSOCIATION,MIAMI,33181,MIAMI-DADE,219155,"JOCKEY CLUB III ASSOCIATION, MIAMI, FL 33181",25.8784566,-80.1647137,OK
2876,CONDOMINIUM,KEYSTONE BAY LLP. ASSOC.,KEYSTONE BAY CONDO,N MIAMI,33181,MIAMI-DADE,238753,"KEYSTONE BAY CONDO, N MIAMI, FL 33181",25.90065,-80.1453719,OK
2877,CONDOMINIUM,DOME CONDOMINIUM ASSOCIATION INC,DOME CONDOMINIUM ASSOCIATION INC,NORTH MIAMI,33181,MIAMI-DADE,215414,"DOME CONDOMINIUM ASSOCIATION INC, NORTH MIAMI, FL 33181",25.8884292,-80.1574675,OK
2878,CONDOMINIUM,DORSET HOUSE,"DORSET HOUSE ASSOCIATION, INC.",NORTH MIAMI,33181,MIAMI-DADE,240071,"DORSET HOUSE ASSOCIATION, INC., NORTH MIAMI, FL 33181",25.900183,-80.1480139,OK
2879,CONDOMINIUM,KEYSTONE ARMS,KEYSTONE ARMS INC.,NORTH MIAMI,33181,MIAMI-DADE,264710,"KEYSTONE ARMS INC., NORTH MIAMI, FL 33181",25.8968207,-80.1593342,OK
2880,CONDOMINIUM,KEYSTONE ARMS INC.,KEYSTONE ARMS INC.,NORTH MIAMI,33181,MIAMI-DADE,264694,"KEYSTONE ARMS INC., NORTH MIAMI, FL 33181",25.8968207,-80.1593342,OK
2881,CONDOMINIUM,KEYSTONE HARBOR CLUB CONDOMINIUM,KEYSTONE HARBOR CLUB CONDOMINIUM,NORTH MIAMI,33181,MIAMI-DADE,252015,"KEYSTONE HARBOR CLUB CONDOMINIUM, NORTH MIAMI, FL 33181",25.8974793,-80.15991090000001,OK
2882,CONDOMINIUM,KEYSTONE HARBOR CLUB CONDOMINIUM,KEYSTONE HARBOR CLUB CONDOMINIUM,NORTH MIAMI,33181,MIAMI-DADE,252576,"KEYSTONE HARBOR CLUB CONDOMINIUM, NORTH MIAMI, FL 33181",25.8974793,-80.15991090000001,OK
2883,CONDOMINIUM,MAJORCA TOWERS,MAJORCA TOWERS CONDOMINIUM INC,NORTH MIAMI,33181,MIAMI-DADE,210162,"MAJORCA TOWERS CONDOMINIUM INC, NORTH MIAMI, FL 33181",25.8859318,-80.15351849999999,OK
2884,CONDOMINIUM,MOONRAKER CONDOMINIUM,"MOONRAKER CONDOMINIUM ASSOCIATION, INC.",NORTH MIAMI,33181,MIAMI-DADE,250618,"MOONRAKER CONDOMINIUM ASSOCIATION, INC., NORTH MIAMI, FL 33181",25.8471331,-80.17883189999999,OK
2886,CONDOMINIUM,SIRS REPORT,BAYVIEW PALMS CONDOMINIUM ASSOCIATION INC.,NORTH MIAMI,33181,MIAMI-DADE,248539,"BAYVIEW PALMS CONDOMINIUM ASSOCIATION INC., NORTH MIAMI, FL 33181",25.8854827,-80.1612356,OK
2887,CONDOMINIUM,WATERSIDE TOWER CONDO,"WATERSIDE CONDO ASSN, INC",NORTH MIAMI,33181,MIAMI-DADE,236365,"WATERSIDE CONDO ASSN, INC, NORTH MIAMI, FL 33181",25.9000175,-80.1495267,OK
2888,CONDOMINIUM,WOODCREEK CONDO,WOODCREEK CONDOMINIUM ASSOCIATION INC,NORTH MIAMI,33181,MIAMI-DADE,230409,"WOODCREEK CONDOMINIUM ASSOCIATION INC, NORTH MIAMI, FL 33181",25.8471331,-80.17883189999999,OK
2889,CONDOMINIUM,BAHIA VISTA CONDO ASSOC.,BAHIA VISTA CONDOMINIUM ASSOCIATION,"NORTH MIAMI,",33181,MIAMI-DADE,291582,"BAHIA VISTA CONDOMINIUM ASSOCIATION, NORTH MIAMI,, FL 33181",25.8816068,-80.1628509,OK
2892,CONDOMINIUM,RAMBLE CONDOMINIUM ASSOCIATION,RAMBLE CONDOMINIUM ASSOCIATION,MIAMI,33183,MIAMI-DADE,293121,"RAMBLE CONDOMINIUM ASSOCIATION, MIAMI, FL 33183",25.6950625,-80.4048306,OK
2893,CONDOMINIUM,VILLA GRANDE CONDOMINIUM,VILLA GRANDE CONDO ASSN INC,MIAMI,33183,MIAMI-DADE,235434,"VILLA GRANDE CONDO ASSN INC, MIAMI, FL 33183",25.7083362,-80.4181842,OK
2894,CONDOMINIUM,GARDEN LAKE TOWERS CONDOMINIUM,GARDEN LAKE TOWERS CONDO ASSOCIATION,MIAMI,33184,MIAMI-DADE,235456,"GARDEN LAKE TOWERS CONDO ASSOCIATION, MIAMI, FL 33184",25.6869993,-80.16037469999999,OK
2895,CONDOMINIUM,LAGO VERDE CONDOMINIUN,PR1PO14483,MIAMI,33184,MIAMI-DADE,299616,"PR1PO14483, MIAMI, FL 33184",25.756402,-80.402048,OK
2896,CONDOMINIUM,SEGOVIA CONDOMINIUM LL,SEGOVIA CONDOMINIUM LL ASSOCIATION,MIAMI,33184,MIAMI-DADE,237041,"SEGOVIA CONDOMINIUM LL ASSOCIATION, MIAMI, FL 33184",25.7616798,-80.1917902,OK
2897,CONDOMINIUM,BREEZE OF GALLOWAY,BREEZE OF GALLOWAY CONDOMINIUM ASSOCIATION,MIAMI,33186,MIAMI-DADE,222739,"BREEZE OF GALLOWAY CONDOMINIUM ASSOCIATION, MIAMI, FL 33186",25.6653934,-80.3992652,OK
2898,CONDOMINIUM,CALUSA CLUB VILLAGE  CAI,CALUSA CLUB VILLAGE C SOUTH,MIAMI,33186,MIAMI-DADE,239533,"CALUSA CLUB VILLAGE C SOUTH, MIAMI, FL 33186",25.6653934,-80.3992652,OK
2899,CONDOMINIUM,CALUSA CLUB VILLAGE  CAI,CALUSA CLUB VILLAGE C SOUTH,MIAMI,33186,MIAMI-DADE,239543,"CALUSA CLUB VILLAGE C SOUTH, MIAMI, FL 33186",25.6653934,-80.3992652,OK
2901,CONDOMINIUM,CAPTIVA LAKES VILLAS CONDOMINIUM ASSOCIATION INC.,CAPTIVA LAKES VILLAS CONDOMINIUM ASSOCIATION INC.,MIAMI,33186,MIAMI-DADE,237106,"CAPTIVA LAKES VILLAS CONDOMINIUM ASSOCIATION INC., MIAMI, FL 33186",25.8471331,-80.17883189999999,OK
2902,CONDOMINIUM,CYPRESS CLUB OF KENDALE CONDOMINIUM,CYPRESS CLUB OF KENDALE CONDOMINIUM,MIAMI,33186,MIAMI-DADE,215507,"CYPRESS CLUB OF KENDALE CONDOMINIUM, MIAMI, FL 33186",25.7073749,-80.4237629,OK
2905,CONDOMINIUM,KENLAND POINTE CONDO III INC,KENLAND POINTE CONDO III INC,MIAMI,33186,MIAMI-DADE,244378,"KENLAND POINTE CONDO III INC, MIAMI, FL 33186",25.6533502,-80.4089609,OK
2906,CONDOMINIUM,KENLAND POINTE CONDO IV INC,KENLAND POINTE CONDO IV INC,MIAMI,33186,MIAMI-DADE,244343,"KENLAND POINTE CONDO IV INC, MIAMI, FL 33186",25.6533502,-80.4089609,OK
2907,CONDOMINIUM,ROLANDO LAMBERT,CALUSA CLUB D-NORTH,MIAMI,33186,MIAMI-DADE,293101,"CALUSA CLUB D-NORTH, MIAMI, FL 33186",25.6845099,-80.40755850000001,OK
2908,CONDOMINIUM,VILLAS AT THE HAMMOCKS,VILLAS AT THE HAMMOCKS CONDO ASSOC,MIAMI,33186,MIAMI-DADE,261394,"VILLAS AT THE HAMMOCKS CONDO ASSOC, MIAMI, FL 33186",25.6653934,-80.3992652,OK
2909,CONDOMINIUM,CORAL SEA VIEW CONDOMINIUM ASSOCIATION INC,CORAL SEA VIEW CONDOMINIUM ASSOCIATION,MIAMI,33187,MIAMI-DADE,238760,"CORAL SEA VIEW CONDOMINIUM ASSOCIATION, MIAMI, FL 33187",25.7513591,-80.21854909999999,OK
2910,CONDOMINIUM,UPTOWN MARINA LOFTS CONDO. ASSOC. INC.,UPTOWN MARINA LOFTS CONDO. ASSOC. INC.,AVENTURA,33188,MIAMI-DADE,262980,"UPTOWN MARINA LOFTS CONDO. ASSOC. INC., AVENTURA, FL 33188",25.9496502,-80.1402796,OK
2911,CONDOMINIUM,CUTLER LAKES CONDO,CUTLER LAKES CONDO,CUTLER BAY,33189,MIAMI-DADE,235818,"CUTLER LAKES CONDO, CUTLER BAY, FL 33189",25.5811554,-80.3285605,OK
2912,CONDOMINIUM,"CUTLER LAKES CONDOMINIUM II ASSOCIATION, INC",NEIGHBORHOOD PROPERTY MANAGEMENT,CUTLER BAY,33189,MIAMI-DADE,235846,"NEIGHBORHOOD PROPERTY MANAGEMENT, CUTLER BAY, FL 33189",25.5734243,-80.3380213,OK
2913,CONDOMINIUM,KINGS LAKE CONDOMINIIUM,LAGO DEL REY CONDO,MIAMI,33193,MIAMI-DADE,239488,"LAGO DEL REY CONDO, MIAMI, FL 33193",25.6866624,-80.43417,OK
2915,CONDOMINIUM,LAKE & TENNIS VILLAS CONDO,LAKE & TENNIS VILLAS CONDO,MIAMI,33193,MIAMI-DADE,262007,"LAKE & TENNIS VILLAS CONDO, MIAMI, FL 33193",25.6829444,-80.4293488,OK
2916,CONDOMINIUM,THE SOVERINGS CONDO,THE SOVERINGS CONDO,MIAMI,33193,MIAMI-DADE,261971,"THE SOVERINGS CONDO, MIAMI, FL 33193",25.7018596,-80.4296231,OK
2917,CONDOMINIUM,VERABELLA FALLS CONDOMINIUM ASSOCIATION INC.,VERABELLA FALLS CONDOMINIUM ASSOCIATION INC.,MIAMI,33193,MIAMI-DADE,247160,"VERABELLA FALLS CONDOMINIUM ASSOCIATION INC., MIAMI, FL 33193",25.689652,-80.4385075,OK
2918,COOPERATIVE,76 ISLE OF VENICE,76 ISLE OF VENICE INC,FORT LAUDERDALE,33301,BROWARD,250403,"76 ISLE OF VENICE INC, FORT LAUDERDALE, FL 33301",26.1234061,-80.12029849999999,OK
2919,COOPERATIVE,ISLAND HOUSE EAST,ISLAND HOUSE EAST,FORT LAUDERDALE,33301,BROWARD,244715,"ISLAND HOUSE EAST, FORT LAUDERDALE, FL 33301",26.1242719,-80.128901,OK
2920,CONDOMINIUM,45 HENDRICKS CONDOMINIUM,45 HENDRICKS CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33301,BROWARD,205111,"45 HENDRICKS CONDOMINIUM ASSOCIATION, FORT LAUDERDALE, FL 33301",26.0182135,-80.15962259999999,OK
2921,CONDOMINIUM,350 LAS OLAS PLACE CONDOMINIUM,350 LAS OLAS PLACE CONDOMINIUM,FORT LAUDERDALE,33301,BROWARD,223880,"350 LAS OLAS PLACE CONDOMINIUM, FORT LAUDERDALE, FL 33301",26.1202734,-80.1397073,OK
2922,CONDOMINIUM,350 LAS OLAS PLACE CONDOMINIUM,350 LAS OLAS PLACE CONDOMINIUM ASSOCIATIN,FORT LAUDERDALE,33301,BROWARD,258698,"350 LAS OLAS PLACE CONDOMINIUM ASSOCIATIN, FORT LAUDERDALE, FL 33301",26.1202734,-80.1397073,OK
2923,CONDOMINIUM,"353 SUNSET LAS OLAS, A CONDOMINIUM","353 SUNSET LAS OLAS, A CONDOMINIUM",FORT LAUDERDALE,33301,BROWARD,295145,"353 SUNSET LAS OLAS, A CONDOMINIUM, FORT LAUDERDALE, FL 33301",26.1185276,-80.1136222,OK
2924,CONDOMINIUM,AQUA VUE LAS OLAS,"AQUA VUE LAS OLAS, A CONDO",FORT LAUDERDALE,33301,BROWARD,240106,"AQUA VUE LAS OLAS, A CONDO, FORT LAUDERDALE, FL 33301",26.1254429,-80.1208386,OK
2925,CONDOMINIUM,AQUALUNA LAS OLAS,"AQUALUNA LAS OLAS, A CONDO",FORT LAUDERDALE,33301,BROWARD,240128,"AQUALUNA LAS OLAS, A CONDO, FORT LAUDERDALE, FL 33301",26.1211971,-80.120257,OK
2927,CONDOMINIUM,BURTON POINT,BURTON POINT,FORT LAUDERDALE,33301,BROWARD,239807,"BURTON POINT, FORT LAUDERDALE, FL 33301",26.1235649,-80.1410971,OK
2928,CONDOMINIUM,ESSEX TOWER CONDOMINIUM ASSOCIATION INC,ESSEX TOWER CONDOMINIUM ASSOCIATION INC,FORT LAUDERDALE,33301,BROWARD,200932,"ESSEX TOWER CONDOMINIUM ASSOCIATION INC, FORT LAUDERDALE, FL 33301",26.1191934,-80.11334430000001,OK
2929,CONDOMINIUM,FOUR SEASONS THE,"FOUR SEASONS CONDO ASSOC., THE",FORT LAUDERDALE,33301,BROWARD,244983,"FOUR SEASONS CONDO ASSOC., THE, FORT LAUDERDALE, FL 33301",26.1186969,-80.1140617,OK
2930,CONDOMINIUM,FOUR SEASONS THE,"FOUR SEASONS CONDO ASSOC., THE",FORT LAUDERDALE,33301,BROWARD,245180,"FOUR SEASONS CONDO ASSOC., THE, FORT LAUDERDALE, FL 33301",26.1186969,-80.1140617,OK
2931,CONDOMINIUM,LAS OLAS GRAND CONDO,LAS OLAS GRAND CONDO ASSN INC,FORT LAUDERDALE,33301,BROWARD,284060,"LAS OLAS GRAND CONDO ASSN INC, FORT LAUDERDALE, FL 33301",26.1180243,-80.13852589999999,OK
2932,CONDOMINIUM,"PINE CREST VILLAAGE I AT VICTORIA PARK, A CONDO",PINE CREST VILLAGE I CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33301,BROWARD,297167,"PINE CREST VILLAGE I CONDOMINIUM ASSOCIATION, FORT LAUDERDALE, FL 33301",26.1237084,-80.12771459999999,OK
2933,CONDOMINIUM,"PINE CREST VILLAGE II AT VICTORIA PARK, A CONDO",PINE CREST VILLAGE II CONDOMINIUM ASSOC.,FORT LAUDERDALE,33301,BROWARD,297154,"PINE CREST VILLAGE II CONDOMINIUM ASSOC., FORT LAUDERDALE, FL 33301",26.1237084,-80.12771459999999,OK
2934,CONDOMINIUM,PR76411 CONDO PROJECT,AQUA VUE LAS OLAS,FORT LAUDERDALE,33301,BROWARD,301546,"AQUA VUE LAS OLAS, FORT LAUDERDALE, FL 33301",26.1254429,-80.1208386,OK
2935,CONDOMINIUM,PRIMARY,CRANWELL HOUSE A CONDO,FORT LAUDERDALE,33301,BROWARD,240358,"CRANWELL HOUSE A CONDO, FORT LAUDERDALE, FL 33301",26.1223495,-80.1203609,OK
2936,CONDOMINIUM,REFLECTIONS OF LOS OLAS CONDO,PR1S024842,FORT LAUDERDALE,33301,BROWARD,248769,"PR1S024842, FORT LAUDERDALE, FL 33301",26.1242719,-80.128901,OK
2937,CONDOMINIUM,SIRS,VENEZIA LAS OLAS,FORT LAUDERDALE,33301,BROWARD,287535,"VENEZIA LAS OLAS, FORT LAUDERDALE, FL 33301",26.1213738,-80.1355726,OK
2938,CONDOMINIUM,SOLE AT FORT LAUDERDALE CONDO ASSOCIATION,SOLE AT FORT LAUDERDALE CONDO ASSOCIATION,FORT LAUDERDALE,33301,BROWARD,211901,"SOLE AT FORT LAUDERDALE CONDO ASSOCIATION, FORT LAUDERDALE, FL 33301",26.1287877,-80.1409685,OK
2939,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY,ARIA AT LAS OLAS CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33301,BROWARD,251164,"ARIA AT LAS OLAS CONDOMINIUM ASSOCIATION, FORT LAUDERDALE, FL 33301",26.1194845,-80.1376339,OK
2940,CONDOMINIUM,VISTA LAS OLAS,VISTA LAS OLAS,FORT LAUDERDALE,33301,BROWARD,239798,"VISTA LAS OLAS, FORT LAUDERDALE, FL 33301",26.1192305,-80.1371661,OK
2941,CONDOMINIUM,"WATERGARDEN, A CONDO","THE WATERGARDEN CONDOMINIUM ASSOCIATION, INC",FORT LAUDERDALE,33301,BROWARD,240249,"THE WATERGARDEN CONDOMINIUM ASSOCIATION, INC, FORT LAUDERDALE, FL 33301",26.1178101,-80.1393185,OK
2942,CONDOMINIUM,WAVERLY AT LAS OLAS - SIRS COMPONENTS,THE WAVERLY AT LAS OLAS CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33301,BROWARD,287762,"THE WAVERLY AT LAS OLAS CONDOMINIUM ASSOCIATION, FORT LAUDERDALE, FL 33301",26.1231227,-80.13666909999999,OK
2943,CONDOMINIUM,100 LAS OLAS CONDO,100 LAS OLAS CONDOMINIUM,FT LAUDERDALE,33301,BROWARD,257858,"100 LAS OLAS CONDOMINIUM, FT LAUDERDALE, FL 33301",26.1188355,-80.1414763,OK
2944,CONDOMINIUM,VICTORIA PALMS,"VICTORIA PALMS CONDOMINIUM ASSOCIATION, INC.",FT LAUDERDALE,33301,BROWARD,290709,"VICTORIA PALMS CONDOMINIUM ASSOCIATION, INC., FT LAUDERDALE, FL 33301",26.0182135,-80.15962259999999,OK
2945,CONDOMINIUM,LAS OLAS BY THE RIVER,LAS OLAS BY THE RIVER,"FT LAUDERDALE, FL",33301,BROWARD,218806,"LAS OLAS BY THE RIVER, FT LAUDERDALE, FL, FL 33301",26.1155584,-80.13803399999999,OK
2946,CONDOMINIUM,LAS OLAS RIVER HOUSE CONDOMINIUM ASSOCIATION,LAS OLAS RIVER HOUSE CONDOMINIUM ASSOCIATION,FT. LAUDERDALE,33301,BROWARD,206616,"LAS OLAS RIVER HOUSE CONDOMINIUM ASSOCIATION, FT. LAUDERDALE, FL 33301",26.118056,-80.141667,OK
2947,CONDOMINIUM,LAS OLAS VILLAS CONDOMINIUM ASSOCIATION,LAS OLAS VILLAS CONDOMINIUM ASSOCIATION INC,FT. LAUDERDALE,33301,BROWARD,204625,"LAS OLAS VILLAS CONDOMINIUM ASSOCIATION INC, FT. LAUDERDALE, FL 33301",26.1205858,-80.1207251,OK
2948,CONDOMINIUM,NOLA LOFTS CONDOMINIUM 1 INC,NOLA LOFTS CONDOMINIUM ASSOCIATION INC,FT. LAUDERDALE,33301,BROWARD,254502,"NOLA LOFTS CONDOMINIUM ASSOCIATION INC, FT. LAUDERDALE, FL 33301",26.1243551,-80.13973159999999,OK
2949,CONDOMINIUM,NURIVER LANDING,"NURIVER LANDING, A CONDO",FT. LAUDERDALE,33301,BROWARD,218794,"NURIVER LANDING, A CONDO, FT. LAUDERDALE, FL 33301",26.1164777,-80.139502,OK
2950,CONDOMINIUM,PLACE DES ARTES CONDOMINIUM,PLACE DES ARTES CONDOMINIUM ASSOCIATION,FT. LAUDERDALE,33301,BROWARD,254497,"PLACE DES ARTES CONDOMINIUM ASSOCIATION, FT. LAUDERDALE, FL 33301",26.0182135,-80.15962259999999,OK
2951,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY REPORT,FOUR SEASONS CONDOMINIUM,FT. LAUDERDALE,33301,BROWARD,216386,"FOUR SEASONS CONDOMINIUM, FT. LAUDERDALE, FL 33301",26.1186969,-80.1140617,OK
2952,CONDOMINIUM,THE FOUR SEASONS CONDOMINIUM,THE FOUR SEASONS CONDOMINIUM ASSOCIATION INC.,FT. LAUDERDALE,33301,BROWARD,233743,"THE FOUR SEASONS CONDOMINIUM ASSOCIATION INC., FT. LAUDERDALE, FL 33301",26.1186969,-80.1140617,OK
2953,CONDOMINIUM,VENICE ISLE TOWER,VENICE ISLE TOWER CONDOMINIUM ASSOCIATION,FT. LAUDERDALE,33301,BROWARD,204688,"VENICE ISLE TOWER CONDOMINIUM ASSOCIATION, FT. LAUDERDALE, FL 33301",26.1263446,-80.1208809,OK
2955,CONDOMINIUM,STRADA 315,STRADA 315 CONDO ASSOC INC,FT.LAUDERDALE,33301,BROWARD,237107,"STRADA 315 CONDO ASSOC INC, FT.LAUDERDALE, FL 33301",26.1258621,-80.1411056,OK
2956,CONDOMINIUM,STRADA 315,STRADA 315 CONDO ASSOC INC,FT.LAUDERDALE,33301,BROWARD,237112,"STRADA 315 CONDO ASSOC INC, FT.LAUDERDALE, FL 33301",26.1258621,-80.1411056,OK
2957,CONDOMINIUM,CONDO PROJECT,"PALMS ON VENICE, A CONDO",FORT LAUDERDALE,33302,BROWARD,236972,"PALMS ON VENICE, A CONDO, FORT LAUDERDALE, FL 33302",26.1193363,-80.1290801,OK
2958,COOPERATIVE,2801 CLUB,2801 CLUB INC.,FORT LAUDERDALE,33304,BROWARD,250124,"2801 CLUB INC., FORT LAUDERDALE, FL 33304",26.1351973,-80.1177335,OK
