,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
1044,February-15-2023,10109 S Cicero Ave #206,Oak Lawn,125000.0,2.0,1.5,Oak Lawn,1986.0,,125.0,https://www.redfin.com/IL/Oak-Lawn/10109-S-Cicero-Ave-60453/unit-206/home/13165772,41.7089535,-87.7401288,"$125,000",1986,$125,blue,943,10109 S Cicero Ave #206 Oak Lawn
769,February-24-2023,17220 71st Ave #6,Tinley Park,125000.0,2.0,1.0,Tinley Park,1973.0,,132.0,https://www.redfin.com/IL/Tinley-Park/17220-71st-Ave-60477/unit-6/home/12959774,41.5779778,-87.7910198,"$125,000",1973,$132,blue,944,17220 71st Ave #6 Tinley Park
10,February-17-2023,9560 S Colfax Ave #9560,Chicago,125000.0,3.0,2.0,CHI - South Deering,1954.0,,93.0,https://www.redfin.com/IL/Chicago/9560-S-Colfax-Ave-60617/unit-9560/home/179787515,41.7212688,-87.5609599,"$125,000",1954,$93,blue,945,9560 S Colfax Ave #9560 Chicago
1022,February-28-2023,10338 S Parkside Ave #14,Oak Lawn,125000.0,2.0,1.0,Oak Lawn,1975.0,,128.0,https://www.redfin.com/IL/Oak-Lawn/10338-Parkside-Ave-60453/unit-14/home/13144355,41.703919,-87.761386,"$125,000",1975,$128,blue,946,10338 S Parkside Ave #14 Oak Lawn
256,February-6-2023,1087 Miller Ln #203,Buffalo Grove,125000.0,1.0,1.0,Mill Creek,1972.0,,156.0,https://www.redfin.com/IL/Buffalo-Grove/1087-Miller-Ln-60089/unit-203/home/13860287,42.1353296,-87.9784394,"$125,000",1972,$156,blue,947,1087 Miller Ln #203 Buffalo Grove
801,February-15-2023,14031 Gail Ln #308,Crestwood,125000.0,2.0,1.5,Sandpiper South,1973.0,,139.0,https://www.redfin.com/IL/Crestwood/14031-Gail-Ln-60418/unit-308/home/12991174,41.6368688,-87.7497708,"$125,000",1973,$139,blue,948,14031 Gail Ln #308 Crestwood
482,February-23-2023,6060 N Ridge Ave Unit 1A,Chicago,124900.0,0.0,1.0,CHI - Edgewater,1960.0,,219.0,https://www.redfin.com/IL/Chicago/6060-N-Ridge-Ave-60660/unit-1A/home/12718043,41.9915607,-87.6742688,"$124,900",1960,$219,blue,949,6060 N Ridge Ave Unit 1A Chicago
611,February-22-2023,6B E Dundee Quarter Dr #304,Palatine,124900.0,2.0,1.0,Palatine,1976.0,,,https://www.redfin.com/IL/Palatine/6B-E-Dundee-Quarter-Dr-60074/unit-304/home/183595007,42.1420183,-88.0146232,"$124,900",1976,$nan,blue,950,6B E Dundee Quarter Dr #304 Palatine
274,February-24-2023,2404 Algonquin Rd #17,Rolling Meadows,123500.0,2.0,1.0,Coach Light,1973.0,,124.0,https://www.redfin.com/IL/Rolling-Meadows/2404-Algonquin-Rd-60008/unit-17/home/13707499,42.060463,-88.011286,"$123,500",1973,$124,blue,951,2404 Algonquin Rd #17 Rolling Meadows
125,February-7-2023,5208 W 122nd St Unit 2B,Alsip,123500.0,2.0,2.0,Alsip / Garden Homes,1992.0,,118.0,https://www.redfin.com/IL/Alsip/5208-W-122nd-St-60803/unit-2B/home/13128750,41.6709,-87.7499022,"$123,500",1992,$118,blue,952,5208 W 122nd St Unit 2B Alsip
297,February-17-2023,12 Oak Creek Dr #2219,Buffalo Grove,123100.0,1.0,1.0,Arbors,1978.0,,176.0,https://www.redfin.com/IL/Buffalo-Grove/12-Oak-Creek-Dr-60089/unit-2219/home/13864854,42.141324,-87.9618323,"$123,100",1978,$176,blue,953,12 Oak Creek Dr #2219 Buffalo Grove
338,February-28-2023,2155 N Harlem Ave #107,Chicago,123000.0,1.0,1.0,CHI - Austin,1974.0,,,https://www.redfin.com/IL/Chicago/2155-N-Harlem-Ave-60707/unit-107/home/13432808,41.919535,-87.805582,"$123,000",1974,$nan,blue,954,2155 N Harlem Ave #107 Chicago
710,February-6-2023,9720 Pulaski Rd #507,Oak Lawn,123000.0,2.0,1.5,Oak Lawn,1975.0,,112.0,https://www.redfin.com/IL/Oak-Lawn/9720-S-Pulaski-Rd-60453/unit-507/home/13165690,41.7160995,-87.7219948,"$123,000",1975,$112,blue,955,9720 Pulaski Rd #507 Oak Lawn
464,February-23-2023,720 N Western Ave #12,Park Ridge,122500.0,1.0,1.0,Park Ridge,1960.0,,160.0,https://www.redfin.com/IL/Park-Ridge/720-N-Western-Ave-60068/unit-12/home/12660201,42.0203845,-87.8459182,"$122,500",1960,$160,blue,956,720 N Western Ave #12 Park Ridge
277,February-3-2023,777 N Michigan Ave #3803,Chicago,122500.0,1.0,1.0,CHI - Near North Side,1927.0,,227.0,https://www.redfin.com/IL/Chicago/777-N-Michigan-Ave-60611/unit-3803/home/14099161,41.89639,-87.62382,"$122,500",1927,$227,blue,957,777 N Michigan Ave #3803 Chicago
264,February-10-2023,9561 Dee Rd Unit 204D,Des Plaines,120500.0,1.0,1.0,Coventry Place,1967.0,,134.0,https://www.redfin.com/IL/Des-Plaines/9561-Dee-Rd-60016/unit-204D/home/184309229,42.0528856,-87.8547337,"$120,500",1967,$134,blue,958,9561 Dee Rd Unit 204D Des Plaines
909,February-28-2023,1308 E 56th St #3,Chicago,120000.0,1.0,1.0,CHI - Hyde Park,,,171.0,https://www.redfin.com/IL/Chicago/1308-E-56th-St-60637/unit-3/home/13945765,41.7934124,-87.5944145,"$120,000",nan,$171,blue,959,1308 E 56th St #3 Chicago
225,February-25-2023,4752 W 101st St Unit 8C,Oak Lawn,120000.0,2.0,1.0,Oak Lawn,1972.0,,,https://www.redfin.com/IL/Oak-Lawn/4752-W-101st-St-60453/unit-8C/home/184182269,41.7101224,-87.7394327,"$120,000",1972,$nan,blue,960,4752 W 101st St Unit 8C Oak Lawn
410,February-13-2023,5415 N Sheridan Rd #5512,Chicago,120000.0,0.0,1.0,CHI - Edgewater,1974.0,,,https://www.redfin.com/IL/Chicago/5415-N-Sheridan-Rd-60640/unit-5512/home/13401526,41.9801211,-87.6543366,"$120,000",1974,$nan,blue,961,5415 N Sheridan Rd #5512 Chicago
811,February-2-2023,7141 N Kedzie Ave #112,Chicago,119000.0,1.0,1.0,Winston Towers,1974.0,,121.0,https://www.redfin.com/IL/Chicago/7141-N-Kedzie-Ave-60645/unit-112/home/182561735,42.0108995,-87.7080834,"$119,000",1974,$121,blue,962,7141 N Kedzie Ave #112 Chicago
894,February-9-2023,2723 N Lockwood Ave Unit 3D,Chicago,119000.0,2.0,1.0,CHI - Belmont Cragin,1931.0,,125.0,https://www.redfin.com/IL/Chicago/2723-N-Lockwood-Ave-60639/unit-3D/home/12627796,41.9302096,-87.7585858,"$119,000",1931,$125,blue,963,2723 N Lockwood Ave Unit 3D Chicago
