,borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
240,MN,1895,62,109.0,7.0,10025.0,2915 BROADWAY,R8,C7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  11,748 ",1000.0,10748.0,0.0,1000.0,0.0,0.0,0.0,0.0,1,5.0,9,10,25.0,100.92,25.0,94.0,742500,1471950,1916,0,0,,,4.66,6.02,0.0,6.5,1,1018950062,993854.0,233207.0,5c,22v2,40.80677,-73.9653081
241,BK,2047,7,302.0,33.0,11201.0,307 BRIDGE STREET,C6-1A,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,7522,11550,11550.0,0.0,11550.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,1,75.0,100.25,55.0,70.0,264600,1208700,1847,1996,0,Individual Landmark,INDIVIDUAL LANDMARK,1.54,2.43,6.0,4.8,3,3020470007,988442.0,192238.0,12d,22v2,40.6943246,-73.984883
242,MN,1884,10,109.0,7.0,10025.0,535 WEST 112 STREET,R8,D9,3.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  11,433 ",0.0,11433.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,12,12,25.0,100.92,25.0,87.92,90000,521550,1906,0,0,,,4.53,6.02,0.0,6.5,1,1018840010,994015.0,232656.0,5c,22v2,40.8052574,-73.9647273
243,MN,550,4,102.0,1.0,10003.0,4 WASHINGTON SQUARE N,R6,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4470,10495,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,10495.0,2,3.5,0,2,27.67,161.0,27.67,146.0,429300,923400,1900,0,0,Greenwich Village Historic District,,2.35,2.43,0.0,4.8,1,1005500004,985431.0,205659.0,12c,22v2,40.731163,-73.9957388
244,MN,1896,56,109.0,7.0,10025.0,617 WEST 115 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  10,270 ",0.0,10270.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,12,12,25.0,100.92,25.0,82.0,15300,568350,1909,0,0,Morningside Heights Historic District,,4.07,6.02,0.0,6.5,1,1018960056,993830.0,233658.0,5c,22v2,40.8080079,-73.9653941
245,MN,1392,163,108.0,4.0,10075.0,14 EAST 78 STREET,R8B,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2043,10262,10262.0,0.0,0.0,0.0,0.0,0.0,0.0,10262.0,1,5.0,0,1,20.0,102.17,20.0,73.17,1170000,2605950,1887,1983,0,Metropolitan Museum Historic District,,5.02,4.0,0.0,4.0,1,1013920163,994363.0,221906.0,8c,22v2,40.7757512,-73.9634865
246,MN,541,33,102.0,1.0,10012.0,249 SULLIVAN STREET,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2500,10000,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1,4.0,0,1,100.0,25.42,76.0,25.0,303750,1229850,1972,0,0,South Village Historic District,,4.0,3.44,0.0,6.5,1,1005410033,984557.0,205392.0,12c,22v2,40.7304302,-73.9988923
247,MN,546,30,102.0,1.0,10003.0,31 WEST 4 STREET,R7-2,W6,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2497,9980,9980.0,0.0,7480.0,2500.0,0.0,0.0,0.0,0.0,1,4.0,0,3,25.92,96.25,25.92,96.0,297900,1504350,1900,1999,0,,,4.0,3.44,0.0,6.5,1,1005460030,985484.0,204981.0,12c,22v2,40.7293021,-73.9955477
248,MN,547,19,102.0,1.0,10003.0,7 WASHINGTON PLACE,R7-2,O2,5.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2500,9800,9800.0,0.0,9800.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,1,25.0,100.0,25.0,100.0,197550,792000,1900,0,0,,,3.92,3.44,0.0,6.5,1,1005470019,985776.0,205107.0,12c,22v2,40.7296478,-73.9944941
249,MN,930,41,106.0,2.0,10010.0,330 EAST 25 STREET,R8,H8,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2469,9595,,,,,,,,,2,5.0,0,1,25.0,98.75,25.0,70.0,553500,808200,1910,0,0,,,3.89,6.02,0.0,6.5,1,1009300041,990166.0,208286.0,8d,22v2,40.7383716,-73.9786519
250,MN,2094,29,109.0,7.0,10031.0,3589 BROADWAY,R8,K1,5.0,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,COLUMBIA UNIVERSITY,8570,"  9,000 ",9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,1,1.0,0,6,26.2,125.0,26.0,125.0,204750,576000,1969,0,0,,,1.05,6.02,0.0,6.5,1,1020940029,998134.0,240992.0,3b,22v2,40.8281319,-73.9498316
251,BX,5752,121,208.0,11.0,10463.0,2 RIVER AVENUE,R1-1,A3,1.0,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,41439,8563,0.0,6767.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.75,1,1,179.22,231.6,48.0,58.0,78300,363360,1905,2003,0,,,0.21,0.5,0.0,1.0,2,2057520121,1006277.0,261964.0,1b,22v2,40.8856772,-73.9203388
252,MN,1471,27,108.0,5.0,10075.0,444 EAST 77 STREET,R10,C5,2.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,2071,8405,0.0,8405.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,16,16,25.0,82.83,25.0,67.0,202950,1008000,1954,1987,0,,,4.06,10.0,0.0,10.0,1,1014710027,997602.0,219819.0,9a,22v2,40.7700186,-73.951796
253,MN,1471,28,108.0,5.0,10075.0,442 EAST 77 STREET,R10,C5,2.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,2071,8405,0.0,8405.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,16,16,25.0,82.83,25.0,67.0,202950,1008000,1954,1987,0,,,4.06,10.0,0.0,10.0,1,1014710028,997579.0,219832.0,9a,22v2,40.7700543,-73.951879
254,MN,1895,78,109.0,7.0,10025.0,415 RIVERSIDE DRIVE,R8,C5,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2403,"  8,200 ",0.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,9,9,25.75,93.33,25.0,78.0,330750,1850850,1898,0,0,Morningside Heights Historic District,,3.41,6.02,0.0,6.5,1,1018950078,993464.0,233363.0,5c,22v2,40.8071985,-73.9667166
255,MN,1885,46,109.0,7.0,10025.0,524 WEST 114 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  8,040 ",0.0,8040.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,10,10,25.0,100.92,25.0,68.0,279000,1814850,1920,1988,0,,,3.19,6.02,0.0,6.5,1,1018850046,994391.0,232867.0,5c,22v2,40.8058362,-73.9633688
256,MN,551,7,102.0,1.0,10011.0,19 WASHINGTON SQUARE N,R6,O2,5.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3997,7868,7868.0,0.0,7868.0,0.0,0.0,0.0,0.0,0.0,2,3.5,0,1,28.17,144.0,28.0,112.0,362250,925650,1890,2009,0,Greenwich Village Historic District,,1.97,2.43,0.0,4.8,1,1005510007,984940.0,205964.0,12c,22v2,40.7320002,-73.9975104
257,MN,1986,10,109.0,7.0,10027.0,555 WEST 131 STREET,C6-1,G2,7.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIVERSITY,7524,"  7,800 ",7800.0,0.0,0.0,0.0,7800.0,0.0,0.0,0.0,1,1.0,0,1,75.0,100.33,75.0,100.0,101250,490050,1925,0,0,,,1.04,3.44,6.0,6.5,1,1019860010,996453.0,237072.0,6a,22v2,40.8173751,-73.9559128
258,MN,551,10,102.0,1.0,10011.0,21 WASHINGTON SQUARE N,R6,C1,2.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3440,7785,0.0,7785.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.5,7,7,25.0,136.75,25.0,86.0,380250,3503250,1900,1985,0,Greenwich Village Historic District,,2.26,2.43,0.0,4.8,1,1005510010,984874.0,206003.0,12c,22v2,40.7321073,-73.9977485
259,MN,550,6,102.0,1.0,10003.0,6 WASHINGTON SQUARE N,R6,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4375,7724,7724.0,0.0,0.0,0.0,0.0,0.0,0.0,7724.0,2,3.5,0,2,27.67,157.25,27.67,104.0,351450,654300,1900,0,0,Greenwich Village Historic District,,1.77,2.43,0.0,4.8,1,1005500006,985384.0,205687.0,12c,22v2,40.7312399,-73.9959084
260,MN,1998,57,109.0,7.0,10027.0,640 WEST 132 STREET,C6-1,G9,7.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,9992,"  7,500 ",7500.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,1,1.0,0,1,100.0,99.92,75.0,100.0,189000,1371150,1910,0,0,,,0.75,3.44,6.0,6.5,1,1019980057,995645.0,237634.0,5c,22v2,40.8189187,-73.958831
261,MN,568,32,102.0,2.0,10003.0,7 EAST 10 STREET,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2321,7410,7410.0,0.0,0.0,0.0,0.0,0.0,0.0,7410.0,1,5.0,0,1,24.5,94.75,25.0,58.0,648000,1504350,1887,1983,0,Greenwich Village Historic District,,3.19,3.44,0.0,6.5,1,1005680032,985742.0,206440.0,12c,22v2,40.7333066,-73.9946165
262,MN,1895,27,109.0,7.0,10025.0,608 WEST 113 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  7,210 ",0.0,7210.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,11,11,25.0,100.92,25.0,58.0,90000,580500,1897,1987,0,Morningside Heights Historic District,,2.86,6.02,0.0,6.5,1,1018950027,993608.0,233004.0,5c,22v2,40.806213,-73.966197
263,MN,1867,69,109.0,7.0,10027.0,424 WEST 116 STREET,R8,O2,5.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  7,050 ",7050.0,0.0,7050.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0,2,25.0,100.92,25.0,80.0,76050,614250,1915,0,0,,,2.79,6.02,0.0,6.5,1,1018670069,995215.0,233014.0,5c,22v2,40.8062386,-73.9603921
264,MN,1884,52,109.0,7.0,10025.0,544 WEST 113 STREET,R8,C7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  7,040 ",1430.0,5610.0,0.0,1430.0,0.0,0.0,0.0,0.0,1,4.0,8,9,18.75,100.92,19.0,67.0,255150,922950,1920,0,0,,,3.72,6.02,0.0,6.5,1,1018840052,994124.0,232714.0,5c,22v2,40.8054165,-73.9643335
265,MN,1993,39,109.0,7.0,10027.0,124 LA SALLE STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1800,"  6,995 ",0.0,6995.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,14,14,18.0,100.92,18.0,87.0,20700,441450,1901,1988,0,,,3.89,6.02,0.0,6.5,1,1019930039,995217.0,235758.0,5c,22v2,40.8137702,-73.9603804
266,MN,550,29,102.0,1.0,10003.0,16 EAST 8 STREET,C1-7,H8,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3000,6850,1175.0,0.0,0.0,1175.0,0.0,0.0,0.0,0.0,2,6.0,1,13,25.0,120.0,25.0,78.0,207000,917550,1930,0,0,Greenwich Village Historic District,,2.28,6.02,2.0,6.5,1,1005500029,985492.0,205827.0,12c,22v2,40.7316241,-73.9955187
267,MN,550,5,102.0,1.0,10003.0,5 WASHINGTON SQUARE N,R6,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4430,6715,6715.0,0.0,0.0,0.0,0.0,0.0,0.0,6715.0,2,3.5,0,2,27.67,159.08,27.67,159.08,418500,721800,1920,1984,0,Greenwich Village Historic District,,1.52,2.43,0.0,4.8,1,1005500005,985407.0,205673.0,12c,22v2,40.7312014,-73.9958254
268,MN,1885,119,109.0,7.0,10025.0,525 WEST 113 STREET,R8,C4,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  6,570 ",0.0,6570.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,10,10,20.0,100.92,20.0,70.0,181800,1482750,1915,1980,0,,,3.26,6.02,0.0,6.5,1,1018850119,994347.0,232773.0,5c,22v2,40.8055782,-73.9635279
269,MN,1885,54,109.0,7.0,10025.0,544 WEST 114 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  6,230 ",0.0,6230.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,9,9,20.0,100.92,20.0,64.0,174150,1405800,1900,1987,0,,,3.09,6.02,0.0,6.5,1,1018850054,994210.0,232967.0,5c,22v2,40.8061108,-73.9640225
270,MN,1885,58,109.0,7.0,10025.0,554 WEST 114 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  6,033 ",0.0,6033.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,10,10,20.0,100.92,20.0,66.0,194400,1593450,1900,0,0,,,2.99,6.02,0.0,6.5,1,1018850058,994125.0,233014.0,5c,22v2,40.8062399,-73.9643294
271,MN,1895,129,109.0,7.0,10025.0,614 WEST 113 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1817,"  5,910 ",,,,,,,,,1,5.0,0,1,18.0,100.92,18.0,69.0,216900,409050,1897,0,0,Morningside Heights Historic District,,3.25,6.02,0.0,6.5,1,1018950129,993553.0,233035.0,5c,22v2,40.8062982,-73.9663956
272,MN,1885,48,109.0,7.0,10025.0,528 WEST 114 STREET,R8,C5,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  5,800 ",0.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,7,7,20.0,100.92,20.0,68.0,67500,1309050,1920,1987,2009,,,2.87,6.02,0.0,6.5,1,1018850048,994350.0,232889.0,5c,22v2,40.8058966,-73.9635169
273,MN,1885,52,109.0,7.0,10025.0,538 WEST 114 STREET,R8,C5,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  5,800 ",0.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,13,13,20.0,100.92,20.0,64.0,135000,541350,1900,0,0,,,2.87,6.02,0.0,6.5,1,1018850052,994262.0,232938.0,5c,22v2,40.8060312,-73.9638347
274,MN,1884,58,109.0,7.0,10025.0,560 WEST 113 STREET,R8,W6,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1917,"  5,773 ",5773.0,0.0,0.0,0.0,0.0,0.0,0.0,5773.0,1,4.0,0,2,19.0,100.92,19.0,70.0,63900,600750,1900,1985,0,,,3.01,6.02,0.0,6.5,1,1018840058,993997.0,232785.0,5c,22v2,40.8056115,-73.9647921
275,MN,1884,53,109.0,7.0,10025.0,546 WEST 113 STREET,R8,C5,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  5,710 ",0.0,5710.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,8,8,18.75,100.92,19.0,74.0,241200,1442250,1920,0,0,,,3.02,6.02,0.0,6.5,1,1018840053,994108.0,232723.0,5c,22v2,40.8054412,-73.9643913
276,MN,1884,51,109.0,7.0,10025.0,540 WEST 113 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  5,710 ",0.0,5710.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,10,10,18.75,100.92,19.0,67.0,205650,1507950,1920,0,0,,,3.02,6.02,0.0,6.5,1,1018840051,994157.0,232696.0,5c,22v2,40.8053671,-73.9642143
277,MN,1884,57,109.0,7.0,10025.0,558 WEST 113 STREET,R8,C5,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1917,"  5,625 ",0.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,9,9,19.0,100.92,19.0,67.0,236250,1485450,1920,0,0,,,2.93,6.02,0.0,6.5,1,1018840057,994014.0,232775.0,5c,22v2,40.8055841,-73.9647307
278,MN,1885,148,109.0,7.0,10025.0,530 WEST 114 STREET,R8,C4,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  5,620 ",0.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,9,9,20.0,100.92,20.0,64.0,148500,1484550,1900,1988,0,,,2.78,6.02,0.0,6.5,1,1018850148,994331.0,232900.0,5c,22v2,40.8059268,-73.9635855
279,MN,1884,151,109.0,7.0,10025.0,542 WEST 113 STREET,R8,C4,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  5,610 ",0.0,5610.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,9,9,18.75,100.92,19.0,67.0,220950,1481850,1920,0,0,,,2.97,6.02,0.0,6.5,1,1018840151,994140.0,232705.0,5c,22v2,40.8053918,-73.9642757
280,MN,1896,51,109.0,7.0,10025.0,635 WEST 115 STREET,R8,W6,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  5,525 ",5525.0,0.0,0.0,0.0,0.0,0.0,0.0,5525.0,1,4.0,0,1,25.0,100.92,25.0,47.0,94500,575100,1893,0,0,Morningside Heights Historic District,,2.19,6.02,0.0,6.5,1,1018960051,993716.0,233720.0,5c,22v2,40.8081781,-73.9658058
281,MN,1884,156,109.0,7.0,10025.0,556 WEST 113 STREET,R8,C5,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1817,"  5,250 ",0.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,12,12,18.0,100.92,18.0,67.0,90000,413550,1920,0,0,,,2.89,6.02,0.0,6.5,1,1018840156,994030.0,232766.0,5c,22v2,40.8055593,-73.964673
282,MN,1884,56,109.0,7.0,10025.0,554 WEST 113 STREET,R8,C5,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1817,"  5,250 ",0.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,8,8,18.0,100.92,18.0,65.0,172350,1386450,1920,0,0,,,2.89,6.02,0.0,6.5,1,1018840056,994046.0,232757.0,5c,22v2,40.8055346,-73.9646152
283,MN,1884,54,109.0,7.0,10025.0,548 WEST 113 STREET,R8,W6,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1716,"  5,235 ",5235.0,0.0,0.0,0.0,0.0,0.0,0.0,5235.0,1,4.0,9,9,17.0,100.92,17.0,70.0,109350,544500,1910,0,0,,,3.05,6.02,0.0,6.5,1,1018840054,994092.0,232732.0,5c,22v2,40.805466,-73.9644491
284,BX,3273,252,206.0,15.0,10458.0,619 EAST FORDHAM ROAD,C4-5D,GU,5.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,6758,5000,5000.0,0.0,0.0,500.0,4500.0,0.0,0.0,0.0,1,1.0,0,1,50.75,129.42,50.0,100.0,121500,408150,1923,1983,0,,,0.74,4.2,4.2,4.2,2,2032730252,1016261.0,252082.0,3c,22v2,40.8585236,-73.8842787
285,MN,1998,6,109.0,7.0,10027.0,653 WEST 131 STREET,C6-1,G1,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,4996,"  4,996 ",4996.0,0.0,0.0,0.0,4996.0,0.0,0.0,0.0,1,1.0,0,1,50.0,99.92,50.0,100.0,137250,624150,1930,0,0,,,1.0,3.44,6.0,6.5,1,1019980006,995575.0,237559.0,5c,22v2,40.8187129,-73.9590841
286,MN,1884,55,109.0,7.0,10025.0,552 WEST 113 STREET,R8,W6,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1716,"  4,975 ",4975.0,0.0,0.0,0.0,0.0,0.0,0.0,4975.0,1,4.0,10,10,17.0,100.92,17.0,64.0,59850,162000,1910,0,0,,,2.9,6.02,0.0,6.5,1,1018840055,994061.0,232749.0,5c,22v2,40.8055126,-73.964561
287,MN,1881,6,107.0,7.0,10025.0,253 WEST 109 STREET,R8B,C2,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1365,"  4,946 ",0.0,4946.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,5,5,39.0,35.0,39.0,35.0,153450,1306350,1920,0,0,,,3.62,4.0,0.0,4.0,1,1018810006,993524.0,231993.0,5d,22v2,40.8034382,-73.9665018
288,BX,3273,208,206.0,15.0,10458.0,2546 BELMONT AVENUE,C4-5D,W6,8.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1877,4687,4687.0,0.0,0.0,0.0,0.0,0.0,0.0,4687.0,1,3.0,0,1,25.0,75.08,25.0,75.0,17550,162900,1931,0,0,,,2.5,4.2,4.2,4.2,2,2032730208,1016687.0,252123.0,3c,22v2,40.8586346,-73.8827385
289,MN,2139,166,112.0,10.0,10032.0,83 HAVEN AVENUE,R8,K2,5.0,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIVERSITY,2325,"  4,653 ",4653.0,0.0,0.0,4653.0,0.0,0.0,0.0,0.0,1,2.0,0,2,25.83,95.92,25.83,94.0,23850,549900,1926,0,0,,,2.0,6.02,0.0,6.5,1,1021390166,1000214.0,246865.0,3b,22v2,40.8442481,-73.9423018
290,MN,2094,32,109.0,7.0,10031.0,3581 BROADWAY,R8,M9,8.0,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,COLUMBIA UNIVERSITY,3985,"  4,200 ",4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,74.92,54.67,74.0,54.0,94950,206100,1969,0,0,,,1.05,6.02,0.0,6.5,1,1020940032,998173.0,240947.0,3b,22v2,40.8280083,-73.9496908
291,MN,573,13,102.0,3.0,10011.0,58 WEST 10 STREET,R6,W9,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,1983,4090,4090.0,0.0,4090.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0,1,21.5,92.25,21.5,40.0,356850,659700,1836,0,0,Greenwich Village Historic District,,2.06,2.43,0.0,4.8,1,1005730013,984792.0,206792.0,12c,22v2,40.7342729,-73.9980443
292,MN,1895,67,109.0,7.0,10025.0,616 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1514,"  3,900 ",,,,,,,,,1,4.0,0,1,15.0,100.92,15.0,75.0,180900,265950,1896,1988,0,Morningside Heights Historic District,,2.58,6.02,0.0,6.5,1,1018950067,993686.0,233259.0,5c,22v2,40.8069129,-73.9659149
293,MN,1895,163,109.0,7.0,10025.0,604 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1514,"  3,900 ",,,,,,,,,1,4.0,0,1,15.0,100.92,15.0,75.0,124648,179550,1896,2006,0,Morningside Heights Historic District,,2.58,6.02,0.0,6.5,1,1018950163,993761.0,233217.0,5c,22v2,40.8067975,-73.965644
294,MN,621,67,102.0,3.0,10014.0,63 CHARLES STREET,R6,A4,1.0,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,1905,3840,0.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,1,20.0,95.25,20.0,48.0,169020,780780,1866,1999,0,Greenwich Village Historic District,,2.02,2.43,0.0,4.8,1,1006210067,983210.0,207059.0,12a,22v2,40.7350057,-74.0037527
295,MN,1895,164,109.0,7.0,10025.0,608 WEST 114 STREET,R8,C5,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",0.0,3688.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,9,9,14.0,100.92,14.0,76.0,199800,974250,1896,1987,0,Morningside Heights Historic District,,2.61,6.02,0.0,6.5,1,1018950164,993736.0,233231.0,5c,22v2,40.806836,-73.9657343
296,MN,1895,66,109.0,7.0,10025.0,614 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4.0,0,1,14.0,100.92,14.0,76.0,168750,288000,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0.0,6.5,1,1018950066,993698.0,233252.0,5c,22v2,40.8068936,-73.9658715
297,MN,1895,165,109.0,7.0,10025.0,612 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4.0,0,1,14.0,100.92,14.0,75.0,168750,207000,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0.0,6.5,1,1018950165,993711.0,233245.0,5c,22v2,40.8068744,-73.9658246
298,MN,1895,65,109.0,7.0,10025.0,610 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4.0,0,1,14.0,100.92,14.0,75.0,168750,276300,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0.0,6.5,1,1018950065,993723.0,233238.0,5c,22v2,40.8068552,-73.9657812
299,MN,1895,64,109.0,7.0,10025.0,606 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4.0,0,1,14.0,100.92,14.0,75.0,65250,182700,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0.0,6.5,1,1018950064,993748.0,233224.0,5c,22v2,40.8068167,-73.9656909
300,QN,6715,27,408.0,24.0,11367.0,147-28 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,22.0,65.0,22.0,55.0,23700,86520,2004,0,0,,,2.4,0.75,0.0,2.0,4,4067150027,1035784.0,201019.0,14c,22v2,40.7182773,-73.814094
