borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
MN,1990,53,109,7,10027,454 RIVERSIDE DRIVE,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  46,922 ",0,46922,0,0,0,0,0,0,1,12,36,36,56.67,100,57,82,135450,1452150,1911,1987,0,Morningside Heights Historic District,,8.28,6.02,0,6.5,1,1019900053,994025,234313,5c,22v2,40.8098054,-73.9646888
QN,1064,100,403,22,11369,22-40 90 STREET,M1-1,H8,8,X,COLLEGE OF AERONAUTICS,COLLEGE OF AERONAUTICS,124291,46435,,,,,,,,,4,3,0,2,283,365,0,0,1588500,4166550,2006,0,0,,,0.37,0,1,2.4,4,4010640100,1017290,219251,9c,22v2,40.768408,-73.8807204
MN,550,1,102,1,10003,1 WASHINGTON SQUARE N,R6,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,13736,46077,46077,0,22825,0,0,0,0,0,5,4,0,8,168.42,83.19,55,96,1562400,11966400,1900,1986,0,Greenwich Village Historic District,,3.35,2.43,0,4.8,1,1005500001,985480,205629,12c,22v2,40.7310807,-73.995562
MN,1976,29,109,7,10027,1240 AMSTERDAM AVENUE,R8,D7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  45,210 ",4000,41210,0,4000,0,0,0,0,1,6,36,41,100.92,100,101,86,223200,1998900,1926,1987,0,,,4.48,6.02,0,6.5,1,1019760029,995629,234502,5c,22v2,40.8103223,-73.9588942
MN,1883,18,109,7,10025,521 WEST 111 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY IN NEW YORK CITY,COLUMBIA UNIVERSITY,10092,"  44,780 ",2040,42740,0,0,0,0,0,2040,1,6,40,40,100,100.92,100,85,273150,1140750,1904,0,0,Morningside Heights Historic District,,4.44,6.02,0,6.5,1,1018830018,994098,232312,5d,22v2,40.8043132,-73.964428
MN,1994,93,109,7,10027,530 RIVERSIDE DRIVE,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10320,"  44,052 ",0,44052,0,0,0,0,0,0,1,6,52,52,120,86,120,73,221400,1814400,1926,1987,0,,,4.27,6.02,0,6.5,1,1019940093,995026,236100,5c,22v2,40.8147091,-73.9610699
BX,2350,39,201,17,10451,120 EAST 149 STREET,M1-4/R8A,W5,8,C,CITY UNIVERSITY OF NEW YORK,CITY UNIVERSITY OF NEW YORK,17600,43720,43720,0,0,0,0,0,0,43720,1,3,0,1,217.94,80.07,215.15,79.67,194400,8270550,1993,0,0,,,2.48,6.02,2,6.5,2,2023500039,1003949,237556,6a,22v2,40.81869,-73.9288298
BK,2092,38,302,35,11205,212 VANDERBILT AVENUE,R6B,W6,8,X,ST JOSEPH'S COLLEGE,ST JOSEPH'S COLLEGE,19800,43623,43623,0,0,0,14551,0,0,29072,1,3,0,1,198,100,169,60,178200,3202650,2013,0,0,,,2.2,2,0,2,3,3020920038,992649,190980,16c,22v2,40.6908687,-73.9697136
MN,1993,53,109,7,10027,146 CLAREMONT AVENUE,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10725,"  43,560 ",0,43560,0,0,0,0,0,0,1,6,48,48,100,102.5,100,96,229050,1966950,1940,1984,0,,,4.06,6.02,0,6.5,1,1019930053,995046,235565,5c,22v2,40.8132406,-73.9609985
MN,1883,14,109,7,10025,529 WEST 111 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  43,540 ",0,43540,0,0,0,0,0,0,1,6,37,37,100,100.92,100,85,360000,2189250,1903,0,0,Morningside Heights Historic District,,4.31,6.02,0,6.5,1,1018830014,994010,232361,5d,22v2,40.8044477,-73.9647458
BX,5952,120,208,11,10471,5655 ARLINGTON AVENUE,R1-2,M9,8,X,ST JOSEPHS SEMINARY & COLLEGE,ST JOSEPHS SEMINARY & COLLEGE,129150,43512,43512,0,0,0,0,0,0,43512,1,3,0,1,397,428,150,45,3078000,5821200,2015,2015,0,,,0.34,0.5,0,1,2,2059520120,1009758,269286,1c,22v2,40.9057644,-73.9077218
MN,462,25,103,2,10003,107 2 AVENUE,R7A,W6,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,9008,43214,43214,0,0,8500,0,0,0,34714,1,5,0,2,90.08,100,90,100,810000,1433700,1928,0,2012,East Village / Lower East Side Historic District,,4.8,4,0,4,1,1004620025,987400,204445,12c,22v2,40.7278304,-73.9886349
MN,1884,6,109,7,10025,539 WEST 112 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  43,050 ",0,43050,0,0,0,0,0,0,1,6,43,43,100,100.92,100,84,405000,1614600,1920,0,0,,,4.27,6.02,0,6.5,1,1018840006,993959,232688,5c,22v2,40.8053453,-73.9649295
MN,1882,42,109,7,10025,518 WEST 111 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9948,"  43,002 ",0,43002,0,0,0,0,0,0,1,6,32,32,108.33,91.83,108,79,315000,1409850,1909,1988,0,Morningside Heights Historic District,,4.32,6.02,0,6.5,1,1018820042,994056,232160,5d,22v2,40.803896,-73.9645799
MN,1994,84,109,7,10027,548 RIVERSIDE DRIVE,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10260,"  42,762 ",0,42762,0,0,0,0,0,0,1,6,25,25,108,95,108,80,219150,1575900,1926,1988,0,,,4.17,6.02,0,6.5,1,1019940084,995139,236294,5c,22v2,40.8152414,-73.9606613
QN,6889,37,411,20,11365,175-05 HORACE HARDING EXPWY,R3-2,W8,8,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,35123,42750,42750,0,42750,0,0,0,0,0,1,2,0,1,159.51,170.65,190,75,347850,2533950,1969,1996,0,,,1.22,0.5,0,1,4,4068890037,1041205,208805,10d,22v2,40.7396147,-73.7944722
MN,1990,22,109,7,10027,29 CLAREMONT AVENUE,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  42,691 ",0,42691,0,0,0,0,0,0,1,11,22,22,56.67,100,57,80,135900,1297350,1910,0,0,Morningside Heights Historic District,,7.53,6.02,0,6.5,1,1019900022,994114,234264,5c,22v2,40.8096708,-73.9643673
MN,1990,25,109,7,10027,35 CLAREMONT AVENUE,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  42,691 ",0,42691,0,0,0,0,0,0,1,11,22,22,56.67,100,54,80,108900,1490850,1910,0,0,Morningside Heights Historic District,,7.53,6.02,0,6.5,1,1019900025,994142,234314,5c,22v2,40.809808,-73.9642661
MN,2139,229,112,10,10032,104 HAVEN AVENUE,R8,I9,8,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,12940,"  98,430 ",98430,0,0,0,0,0,0,98430,1,15,0,1,125,103.92,125,103,931500,16317900,2014,0,0,,,7.61,6.02,0,6.5,1,1021390229,1000106,247051,3b,22v2,40.8447588,-73.9426917
MN,1885,24,109,7,10025,511 WEST 113 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7556,"  42,360 ",0,42360,0,0,0,0,0,0,1,8,42,42,75,100.75,75,82,495000,1912950,1910,1988,0,,,5.61,6.02,0,6.5,1,1018850024,994472,232704,5c,22v2,40.8053887,-73.9630765
MN,1885,11,109,7,10025,541 WEST 113 STREET,R8,D1,3,,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  42,265 ",0,42265,0,0,0,0,0,0,1,6,33,33,100,100.92,100,86,585000,1316250,1925,1986,0,,,4.19,6.02,0,6.5,1,1018850011,994199,232855,5c,22v2,40.8058034,-73.9640624
MN,547,15,102,1,10003,12 WAVERLY PLACE,R7-2,W5,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,7542,42264,42264,0,0,0,0,0,0,42264,3,8,1,6,91.67,82,90,82,1035000,10492650,1800,2001,2008,,,5.6,3.44,0,6.5,1,1005470015,985777,205221,12c,22v2,40.7299607,-73.9944905
BX,3222,40,205,14,10453,2075 UNIVERSITY AVENUE,R5,W5,8,O,BRONX COMMUNITY COLLEGE,BRONX COMMUNITY COLLEGE,63500,42040,42040,0,42040,0,0,0,0,0,2,2,0,1,402.17,161.75,140,113,360000,3269700,1930,0,0,,,0.66,1.25,0,2,2,2032220040,1008765,251352,3c,22v2,40.856544,-73.9113797
MN,1994,88,109,7,10027,547 RIVERSIDE DRIVE,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9988,"  41,967 ",0,41967,0,0,0,0,0,0,1,6,36,36,108.17,95,108,80,214200,1854900,1926,1984,0,,,4.2,6.02,0,6.5,1,1019940088,995085,236199,5c,22v2,40.8149807,-73.9608566
MN,1895,52,109,7,10025,607 WEST 113 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7500,"  41,884 ",1870,40014,1870,0,0,0,0,0,1,8,23,24,75,100,75,82,270000,1291950,1910,1987,0,,,5.58,6.02,0,6.5,1,1018950052,993707,233129,5c,22v2,40.806556,-73.9658392
MN,1976,61,109,7,10027,3074 BROADWAY,R8,D7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9200,"  41,184 ",3000,38184,0,3000,0,0,0,0,1,6,34,35,92,100,92,88,310500,1782900,1926,1989,0,,,4.48,6.02,0,6.5,1,1019760061,995079,234921,5c,22v2,40.811473,-73.9608803
MN,546,5,102,1,10003,82 WASHINGTON SQUARE E,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,5960,40467,40467,0,0,0,0,0,0,40467,1,7,0,3,79.83,74.58,79.84,74.58,859500,3553200,1900,0,0,,,6.79,3.44,0,6.5,1,1005460005,985351,205196,12c,22v2,40.7298922,-73.9960275
QN,6712,81,408,24,11367,152-11 UNION TURNPIKE,R4,D6,4,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,20246,40200,10200,30000,10200,0,0,0,0,0,1,4,30,34,200,98.67,150,65,454500,2161800,2004,0,0,,,1.99,0.75,0,2,4,4067120081,1036600,201511,14c,22v2,40.7196229,-73.8111465
MN,1976,56,109,7,10027,532 WEST 122 STREET,R8,G1,10,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9092,"  40,160 ",40160,0,0,0,40160,0,0,0,1,4,0,1,100,90.92,100,86,207000,1381950,1926,2006,0,,,4.42,6.02,0,6.5,1,1019760056,995171,234871,5c,22v2,40.8113356,-73.9605481
MN,1884,43,109,7,10025,526 WEST 113 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7569,"  39,680 ",0,39680,0,0,0,0,0,0,1,8,39,39,75,100.92,75,87,495000,1923750,1910,0,0,,,5.24,6.02,0,6.5,1,1018840043,994309,232615,5c,22v2,40.8051446,-73.9636654
MN,546,1,102,1,10003,79 WASHINGTON SQUARE E,R7-2,H8,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,11242,38899,5040,0,2520,2520,0,0,0,0,1,7,93,95,112.42,100,112,100,1350000,2965050,1900,0,0,,,3.46,3.44,0,6.5,1,1005460001,985308,205104,12c,22v2,40.7296397,-73.9961827
MN,930,38,106,2,10010,334 EAST 25 STREET,R8,H8,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,7406,37800,,,,,,,,,1,6,0,1,75,98.75,75,84.25,1665000,2899800,1920,1986,0,,,5.1,6.02,0,6.5,1,1009300038,990211,208261,8d,22v2,40.7383029,-73.9784896
MN,1962,18,109,7,10027,80 MORNINGSIDE DRIVE,R8,D9,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9082,"  37,722 ",2540,35182,2540,0,0,0,0,0,1,6,32,33,100.92,90,88,78,159750,1220850,1926,1986,0,,,4.15,6.02,0,6.5,1,1019620018,995731,233549,5c,22v2,40.8077064,-73.9585273
MN,1963,56,109,7,10027,130 MORNINGSIDE DRIVE,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9050,"  37,248 ",0,37248,0,0,0,0,0,0,1,6,25,25,100,90.92,76,100,87750,1858950,1910,0,0,,,4.12,6.02,0,6.5,1,1019630056,995934,234446,5c,22v2,40.8101682,-73.9577925
MN,1867,70,109,7,10027,430 WEST 116 STREET,R8,D7,4,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  36,664 ",5000,31664,0,5000,0,0,0,0,1,7,22,23,100,100.92,100,89,450000,2292750,1925,1986,0,,,3.63,6.02,0,6.5,1,1018670070,995160,233045,5c,22v2,40.8063238,-73.9605908
MN,1867,74,109,7,10025,1129 AMSTERDAM AVENUE,R8,D7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  36,664 ",5000,31664,0,5000,0,0,0,0,1,7,45,48,100.92,100,85,98,720000,2753550,1925,0,0,,,3.63,6.02,0,6.5,1,1018670074,995071,233094,5c,22v2,40.8064584,-73.9609122
MN,1895,8,109,7,10025,611 WEST 112 STREET,R8,H6,3,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,8831,"  36,580 ",,,,,,,,,1,6,0,1,87.5,100.92,88,87,1235700,1534050,1904,2014,0,Morningside Heights Historic District,,4.14,6.02,0,6.5,1,1018950008,993497,232943,5c,22v2,40.8060457,-73.966598
MN,1962,1,109,7,10027,1181 AMSTERDAM AVENUE,R8,D7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7483,"  36,553 ",5890,30663,1987,3903,0,0,0,0,1,6,42,45,74.83,100,73,90,155700,2196000,1925,1986,0,,,4.88,6.02,0,6.5,1,1019620001,995411,233711,5c,22v2,40.8081515,-73.959683
MN,890,57,106,2,10016,150 EAST 35 STREET,R8B,D5,3,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,4322,35905,0,35905,0,0,0,0,0,0,1,9,27,27,44.33,97.5,44.33,83,972000,4676850,1912,1997,2004,,,8.31,4,0,4,1,1008900057,990165,211275,8d,22v2,40.7465756,-73.9786529
BX,4205,40,211,13,10461,2025 EASTCHESTER ROAD,R4,Z9,,C,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,222539,35600,35600,0,0,0,0,0,0,35600,2,2,0,0,0,0,0,0,1657350,4093200,1949,0,0,,,0.16,0.75,0,2,2,2042050040,1027224,250335,4a,22v2,40.853682,-73.8446582
BK,255,14,302,33,11201,REMSEN STREET,C5-2A,W6,8,X,ST FRANCIS COLLEGE,ST FRANCIS COLLEGE,13311,35265,35265,0,0,0,0,0,0,35265,1,4,0,1,135.75,111.75,135.75,111.75,1581750,9324900,2007,0,0,,,2.65,10,10,10,3,3002550014,986374,191735,16c,22v2,40.6929448,-73.9923407
MN,1896,77,109,7,10027,610 WEST 116 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  33,486 ",0,33486,0,0,0,0,0,0,1,10,45,45,50,100.92,50,84,272250,1558800,1908,1985,0,Morningside Heights Historic District,,6.64,6.02,0,6.5,1,1018960077,993957,233709,5c,22v2,40.8081477,-73.9649353
QN,788,1,401,22,11105,43-05 20 AVENUE,M1-1,W4,8,X,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,30000,33200,33200,0,6400,0,0,0,0,26800,1,1,0,1,100.01,300,100,300,405000,1399500,1960,1967,0,,,1.11,0,1,2.4,4,4007880001,1012273,221702,9c,22v2,40.7751526,-73.8988223
BK,7602,42,314,45,11210,2002 AVENUE J,R7A,C7,4,X,TOURO COLLEGE,TOURO COLLEGE,11000,32880,13152,19728,0,0,0,0,0,13152,1,4,24,25,100,110,82,100,544500,1954800,1922,0,0,,,2.99,4,0,4,3,3076020042,996468,167174,23b,22v2,40.6255221,-73.9559855
MN,2176,5,112,10,10033,390 FT WASHINGTON AVENUE,R7-2,D7,4,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5041,"  32,813 ",5000,27813,0,0,0,0,0,5000,1,12,46,47,50,100.83,50,60,77400,1390050,2000,0,0,,,6.51,3.44,0,6.5,1,1021760005,1001112,248297,3b,22v2,40.8481768,-73.9390525
MN,533,10,102,1,10012,543 LA GUARDIA PLACE,C1-7,K1,5,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,22276,32700,32700,0,0,32700,0,0,0,0,1,1,0,6,215,148.17,191,78,1539000,4982850,1960,0,0,,,1.47,6.02,2,6.5,1,1005330010,984799,204683,12c,22v2,40.7284842,-73.9980192
MN,551,16,102,1,10011,27 WASHINGTON SQUARE N,R6,D9,3,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,6345,32409,800,31609,800,0,0,0,0,0,1,7,27,28,55.5,123.08,56,122,508500,2831850,1898,0,0,Greenwich Village Historic District,,5.11,2.43,0,4.8,1,1005510016,984723,206091,12c,22v2,40.7323488,-73.9982933
QN,6706,1,408,24,11367,76-01 150 STREET,R4,C9,2,X,TOURO COLLEGE,TOURO COLLEGE,120000,32319,0,32319,0,0,0,0,0,0,1,3,27,27,200,600,189,57,540000,1199700,1999,0,0,,,0.27,0.75,0,2,4,4067060001,1035756,203097,14c,22v2,40.7239811,-73.8141791
MN,1895,72,109,7,10025,626 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY FACILITI ES MANAGEMENT,COLUMBIA UNIVERSITY,7569,"  31,906 ",,,,,,,,,1,6,124,124,75,100.92,74,86,270000,1428300,1905,0,0,Morningside Heights Historic District,,4.22,6.02,0,6.5,1,1018950072,993559,233328,5c,22v2,40.8071024,-73.9663735
MN,1884,46,109,7,10025,530 WEST 113 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5659,"  31,851 ",0,31851,0,0,0,0,0,0,1,8,24,24,50,113.17,50,99,175500,863550,1910,0,0,,,5.63,6.02,0,6.5,1,1018840046,994251,232643,5c,22v2,40.8052215,-73.9638749
BX,5773,328,208,11,10463,5845 BROADWAY,M1-1,W6,8,X,MANHATTAN COLLEGE,MANHATTAN COLLEGE,31450,31400,31400,0,0,0,0,0,0,31400,1,2,0,1,150,163,75,163,531000,3642300,1935,1959,0,,,1,0,1,2.4,2,2057730328,1011683,262085,1d,22v2,40.8859941,-73.9007874
MN,1393,1,108,4,10075,970 5 AVENUE,R10,W5,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,13325,31089,31089,0,0,0,0,0,0,31089,1,3.5,0,3,82.17,150,70,140,9675000,14374350,1912,0,0,Metropolitan Museum Historic District,INDIVIDUAL LANDMARK,2.33,10,0,10,1,1013930001,994299,222115,8c,22v2,40.7763249,-73.9637172
MN,548,12,102,1,10003,36 EAST 8 STREET,C1-7,J9,5,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,11151,30575,19365,11210,2000,3450,0,0,0,13915,1,3,7,13,100.17,114.92,100.16,114.92,1125000,3393900,1940,1984,0,,,2.74,6.02,2,6.5,1,1005480012,985793,205667,12c,22v2,40.7311849,-73.9944326
MN,1896,32,109,7,10025,608 WEST 115 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  30,568 ",0,30568,0,0,0,0,0,0,1,9,35,35,50,100.92,50,80,315000,1561950,1912,0,0,Morningside Heights Historic District,,6.06,6.02,0,6.5,1,1018960032,993829,233478,5c,22v2,40.8075138,-73.965398
MN,1976,26,109,7,10027,503 WEST 121 STREET,R8,D1,3,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7194,"  30,498 ",0,30498,0,0,0,0,0,0,1,6,30,30,75,95.92,75,81,135000,2560500,1910,1988,0,,,4.24,6.02,0,6.5,1,1019760026,995550,234542,5c,22v2,40.8104322,-73.9591795
MN,1883,11,109,7,10025,535 WEST 111 STREET,R8,D1,3,,COLLEGE OF PHYSICAN & SURGEONS,COLLEGE OF PHYSICAN & SURGEONS,7569,30460,0,30460,0,0,0,0,0,0,1,6,30,30,75,100.92,75,85,360000,1643400,1903,0,0,Morningside Heights Historic District,,4.02,6.02,0,6.5,1,1018830011,993933,232404,5c,22v2,40.8045659,-73.9650239
MN,548,21,102,1,10003,25 WAVERLY PLACE,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3300,30042,30042,0,0,0,0,0,0,30042,1,9,0,2,33.5,100.67,33.5,100.67,495000,2635200,1900,0,0,,,9.1,3.44,0,6.5,1,1005480021,985694,205450,12c,22v2,40.7305893,-73.9947899
MN,1994,45,109,7,10027,528 RIVERSIDE DRIVE,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7393,"  29,274 ",0,29274,0,0,0,0,0,0,1,6,33,33,80,95,80,80,161100,1224900,1926,0,0,,,3.96,6.02,0,6.5,1,1019940045,994980,236010,5c,22v2,40.8144621,-73.9612362
MN,1976,48,109,7,10027,520 WEST 122 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6819,"  29,094 ",0,29094,0,0,0,0,0,0,1,6,23,23,75,90.92,75,75,116550,1320300,1926,1988,0,,,4.27,6.02,0,6.5,1,1019760048,995358,234768,5c,22v2,40.8110527,-73.9598727
MN,524,9,102,1,10012,509 LA GUARDIA PLACE,C1-7,K1,5,,"NEW YORK UNIVERSITY,A NY EDUCATION CORPO RATION",NEW YORK UNIVERSITY,16235,29000,29000,0,0,29000,0,0,0,0,1,1,0,1,130,124.58,130,115,2790000,5059350,1961,0,0,,,1.79,6.02,2,6.5,1,1005240009,984600,204354,12c,22v2,40.7275812,-73.9987372
MN,1990,35,109,7,10027,49 CLAREMONT AVENUE,R8,H8,8,X,BARNARD COLLEGE,BARNARD COLLEGE,6250,28883,,,,,,,,,1,6,0,1,62.5,100,62.5,90,405000,1585800,1906,2005,0,Morningside Heights Historic District,,4.62,6.02,0,6.5,1,1019900035,994250,234508,5c,22v2,40.8103404,-73.9638757
MN,1976,16,109,7,10027,519 WEST 121 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,668 ",0,28668,0,0,0,0,0,0,1,6,34,34,66.67,100.92,67,86,108900,1149750,1926,1988,0,,,4.26,6.02,0,6.5,1,1019760016,995312,234676,5c,22v2,40.8108002,-73.960039
MN,1976,10,109,7,10027,527 WEST 121 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,668 ",0,28668,0,0,0,0,0,0,1,6,24,24,66.67,100.92,67,86,108900,1024650,1926,1988,0,,,4.26,6.02,0,6.5,1,1019760010,995195,234741,5c,22v2,40.8109788,-73.9604616
MN,547,4,102,1,10003,28 WAVERLY PLACE,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3048,28641,28641,0,0,0,0,0,0,28641,1,10,0,1,37.75,80.75,37.75,76,607500,2507850,1900,1985,0,,,9.4,3.44,0,6.5,1,1005470004,985558,205364,12c,22v2,40.7303533,-73.9952806
MN,547,26,102,1,10003,3 WASHINGTON PLACE,C6-2G,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4062,28572,28572,0,0,0,0,0,0,28572,1,6,0,2,52,91.58,52,91.58,580500,3995550,1891,0,0,NoHo Historic District,,7.03,6.02,6,6.5,1,1005470026,985845,205055,12c,22v2,40.7295051,-73.9942452
MN,1884,21,109,7,10025,511 WEST 112 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6661,"  28,374 ",0,28374,0,0,0,0,0,0,1,6,24,24,66,100.92,66,92,270000,1918350,1925,1987,0,,,4.26,6.02,0,6.5,1,1018840021,994275,232513,5c,22v2,40.8048647,-73.9637884
QN,7021,75,408,24,11366,81-50C UTOPIA PARKWAY,R4,W6,8,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,48675,28244,,,,,,,,,1,1,0,0,165,295,110,245,981000,4171500,1971,0,0,,,0.58,0.75,0,2,4,4070210075,1041496,202830,14c,22v2,40.7232129,-73.7934729
MN,1896,53,109,7,10025,629 WEST 115 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  28,224 ",0,28224,0,0,0,0,0,0,1,8,32,32,50,100.92,50,81,175500,1181700,1910,1987,0,Morningside Heights Historic District,,5.59,6.02,0,6.5,1,1018960053,993774,233688,5c,22v2,40.8080903,-73.9655964
MN,1867,46,109,7,10025,419 WEST 115 STREET,R8,D1,3,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,188 ",0,28188,0,0,0,0,0,0,1,6,24,24,66.67,100.92,67,84,432450,2383200,1925,1985,0,,,4.19,6.02,0,6.5,1,1018670046,995093,232960,5c,22v2,40.8060906,-73.9608329
MN,1867,52,109,7,10025,411 WEST 115 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,188 ",0,28188,0,0,0,0,0,0,1,6,24,24,66.67,100.92,67,84,450000,1812600,1925,1985,0,,,4.19,6.02,0,6.5,1,1018670052,995209,232895,5c,22v2,40.805912,-73.960414
MN,1867,49,109,7,10025,415 WEST 115 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,188 ",0,28188,0,0,0,0,0,0,1,6,24,24,66.67,100.92,67,84,390600,2189700,1920,1985,0,,,4.19,6.02,0,6.5,1,1018670049,995151,232928,5c,22v2,40.8060027,-73.9606235
MN,1986,6,109,7,10027,573 WEST 131 STREET,C6-1,E7,6,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6811,"  28,000 ",28000,0,0,0,0,28000,0,0,1,4,0,1,68.17,99.92,68,99,306450,1538550,1917,2008,0,,,4.11,3.44,6,6.5,1,1019860006,996392,237106,6a,22v2,40.8174685,-73.9561332
MN,1867,54,109,7,10025,403 WEST 115 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6560,"  27,821 ",0,27821,0,0,0,0,0,0,1,6,30,30,65,100.92,65,86,372150,2197350,1920,1987,0,,,4.24,6.02,0,6.5,1,1018670054,995266,232863,5c,22v2,40.8058241,-73.9602082
